title,artist,filename,genre
As The Terror Dances Your Way,The Capitol Years,The Capitol Years - As The Terror Dances Your Way.mp3,"alternative rock, indie rock, rock, indie, relax"
Old Man Rocking Chair,John Williams,John Williams - Old Man Rocking Chair.mp3,"soundtrack, blues, new york, original score, rock"
"Believe (From ""The Polar Express"")",Danny Wright,Danny Wright - Believe (From _The Polar Express_).mp3,"easy listening, adult contemporary, meditation, chill-out, contemporary instrumental"
Saturday Love,Cherrelle,Cherrelle - Saturday Love.mp3,"dance pop, disco, neo soul, downtempo, deep house"
Can You Hear Me,Enrique Iglesias,Enrique Iglesias - Can You Hear Me.mp3,"dance pop, pop, latin, spain, adult contemporary"
Street Vibe,Ingrid Jensen,Ingrid Jensen - Street Vibe.mp3,"jazz fusion, hard bop, smooth jazz, meditation, instrumental pop"
Jarabe De Pico,Pablo Montero,Pablo Montero - Jarabe De Pico.mp3,"ranchera, mariachi, latin pop, brutal death metal, screamo"
Butts n Stuff,Josh Mullins,Josh Mullins - Butts n Stuff.mp3,"stand-up comedy, funny, spoken word, comedy, country"
I'll Be Better,Cyndi Wang,Cyndi Wang - I'll Be Better.mp3,"chinese music, female vocalist, chinese, j pop, female"
Dayz Of Our Livez,Agency 1.9.9.4,Agency 1.9.9.4 - Dayz Of Our Livez.mp3,"hip hop, rap, american, horror music, east coast rap"
Problems,The Real Kids,The Real Kids - Problems.mp3,"power pop, garage rock, pop rock, rock, punk"
It Ain't the Meat It's the Motion,Maria Muldaur,Maria Muldaur - It Ain't the Meat It's the Motion.mp3,"dance pop, jazz blues, vocal jazz, jug band, electric blues"
Inner Chamber,Aeoliah,Aeoliah - Inner Chamber.mp3,"meditation, chill-out, easy listening, ambient, spiritual"
Road-Age at the Farmers Market,Population Reduction,Population Reduction - Road-Age at the Farmers Market.mp3,"grindcore, death metal, california, punk, grind"
How Can I,Jah Cure,Jah Cure - How Can I.mp3,"roots reggae, reggae, dancehall, jamaica, roots"
L' antillais donne,Francky Vincent,Francky Vincent - L' antillais donne.mp3,"zouk, zouklove, salsa, europop, kizomba"
Idnnitkhtr,Takaru,Takaru - Idnnitkhtr.mp3,"math-core, screamo, metalcore, post-hardcore, hardcore punk"
Anya,Marvin Hamlisch,Marvin Hamlisch - Anya.mp3,"show tunes, orchestra, exotica, opera, soundtrack"
Hymne A L'Amour,Marcel Azzola,Marcel Azzola - Hymne A L'Amour.mp3,"gypsy jazz, chanson, musette, easy listening, jazz"
Tocame,Gisselle,Gisselle - Tocame.mp3,"merengue, salsa, dance, female vocalist, latin pop"
Etre le premier,Jean-Jacques Goldman,Jean-Jacques Goldman - Etre le premier.mp3,"chanson, pop rock, europop, pop, ballad"
Grana (Screwed & Chopped),Favela Baby,Favela Baby - Grana (Screwed & Chopped).mp3,"rap, hip hop, classic, hardcore rap, southern rap"
Dixième commandement,Viva La Musica,Viva La Musica - Dixième commandement.mp3,"soukous, afrobeat, congo, world beat, zouk"
En mis besos,Café Quijano,Café Quijano - En mis besos.mp3,"pop rock, salsa, folk rock, rock, pop"
The Last Song,The Fool's Nose,The Fool's Nose - The Last Song.mp3,swedish
Performance (Remastered Version),Happy Mondays,Happy Mondays - Performance (Remastered Version).mp3,"alternative dance, dance rock, rock, pop, alternative"
Jolie Blon's Gone,Harry Choates,Harry Choates - Jolie Blon's Gone.mp3,"western swing, honky tonk, los angeles, world music, country"
A Home Away,Tuxedomoon,Tuxedomoon - A Home Away.mp3,"soukous, zouk, congo, reggae, world music"
Rockin' At Midnight,Roy Brown,Roy Brown - Rockin' At Midnight.mp3,"jump blues, blues-rock, piano blues, r&b, blues"
Die Slow,Sheek Louch,Sheek Louch - Die Slow.mp3,"gangster rap, neo soul, game, hip hop, east coast hip hop"
Que Viva El Amor,Flor Silvestre,Flor Silvestre - Que Viva El Amor.mp3,"ranchera, mexico, los angeles, folk, latin"
Centopéia,Hélio Ziskind,Hélio Ziskind - Centopéia.mp3,"banda, latin, gaita, world reggae"
Stumble,R.E.M.,R.E.M. - Stumble.mp3,"jangle pop, alternative rock, rock, pop, alternative"
Skit 2,Wiz Khalifa,Wiz Khalifa - Skit 2.mp3,"hip hop, rap, soul, east coast rap, alternative rap"
Fairytale Land,Dora The Explorer,Dora The Explorer - Fairytale Land.mp3,"goregrind, deathgrind, rapcore, brutal death metal, gothic metal"
Walking the Cow,Daniel Johnston,Daniel Johnston - Walking the Cow.mp3,"power pop, pop rock, soundtrack, progressive rock, alternative"
1969,Iggy & the Stooges,Iggy & the Stooges - 1969.mp3,"experimental rock, garage rock, rock, hard rock, classic rock"
Crawlspace,Beastie Boys,Beastie Boys - Crawlspace.mp3,"hip hop, alternative rap, underground rap, alternative pop rock, old school hip hop"
Know Thyself,Armand Van Helden,Armand Van Helden - Know Thyself.mp3,"tech house, hard rock, deep house, techno, rock"
Drum Machine Joy,MxPx,MxPx - Drum Machine Joy.mp3,"christian rock, pop punk, christian punk, punk, contemporary christian"
Till We Ain't Strangers Anymore (Album Version),Bon Jovi,Bon Jovi - Till We Ain't Strangers Anymore (Album Version).mp3,"rock, pop, metal, arena rock, ballad"
Reels: Old Joes / the Cliffs of Moher / the clips of mohair / the slightly less-well-informed maid,Dale Russ / Finn MacGinty,Dale Russ _ Finn MacGinty - Reels_ Old Joes _ the Cliffs of Moher _ the clips of mohair _ the slightly less-well-informed maid.mp3,"lullaby, irish, traditional, humorous, guitar"
Armando,Renato Borghetti,Renato Borghetti - Armando.mp3,"tango, samba, bossa nova, brazilian jazz, choro"
Phase Dance,Yuto Kanazawa,Yuto Kanazawa - Phase Dance.mp3,"electro, male vocalist, electronica, pop, norwegian"
Night Beat,The Chico Hamilton Quintet,The Chico Hamilton Quintet - Night Beat.mp3,"soul jazz, chamber jazz, smooth jazz, hard bop, jazz"
Angeles (Remastered 2017),Elliott Smith,Elliott Smith - Angeles (Remastered 2017).mp3,"sadcore, post rock, folk rock, singer-songwriter, indie rock"
Passin' Me By,The Pharcyde,The Pharcyde - Passin' Me By.mp3,"rap, hip hop, new wave, electro, underground hip hop"
Easy To Lose Hope (Album Version),Eleanor McEvoy,Eleanor McEvoy - Easy To Lose Hope (Album Version).mp3,"irish folk, celtic, singer-songwriter, ballad, folk rock"
But You Are,Lauren Wood,Lauren Wood - But You Are.mp3,"soft rock, easy listening, smooth jazz, soundtrack, club"
Être une femme,Nolwenn Leroy,Nolwenn Leroy - Être une femme.mp3,"chanson, pop, los angeles, female vocalist, french pop"
I'm Just a Girl,Kofi,Kofi - I'm Just a Girl.mp3,"lovers rock, dancehall, reggae, pop rap, roots reggae"
"Bewitched, Bothered, And Bewildered",Ella Fitzgerald,"Ella Fitzgerald - Bewitched, Bothered, And Bewildered.mp3","ccm, turnablism, illbient, pop rock, hip hop"
SPONT.AN,AUDIO.3,AUDIO.3 - SPONT.AN.mp3,turnablism
Hot Rod Lincoln,Asleep At The Wheel,Asleep At The Wheel - Hot Rod Lincoln.mp3,"western swing, honky tonk, southern rock, bluegrass, contemporary country"
Never Tell,The Primitives,The Primitives - Never Tell.mp3,"indie rock, new beat, rock, power pop, europop"
Médium,Gustavo Cerati,Gustavo Cerati - Médium.mp3,"electronica, tango, latin pop, pop rock, trip hop"
Phantoms In The Mirror (Bonus Track/Single B),W.A.S.P.,W.A.S.P. - Phantoms In The Mirror (Bonus Track_Single B).mp3,"heavy metal, hard rock, rock, metal, acoustic"
Policías Y Ladrones,Pedro García Y Su Orquesta Versalles,Pedro García Y Su Orquesta Versalles - Policías Y Ladrones.mp3,"exotica, space age pop, orchestra, easy listening, lounge"
Wanderlust,Baroness,Baroness - Wanderlust.mp3,"sludge metal, post-hardcore, alternative metal, progressive metal, heavy metal"
Chasing Monsters,John Wesley,John Wesley - Chasing Monsters.mp3,"disco, calypso, reggae, hard trance, dub"
My Tribute (To God Be the Glory) -3 (In the Style of Andrae Crouch Karaoke Version Instrumental Only),Musical Creations Studio Musicians (Karaoke),Musical Creations Studio Musicians (Karaoke) - My Tribute (To God Be the Glory) -3 (In the Style of Andrae Crouch Karaoke Version Instrumental Only).mp3,"soul jazz, gospel, ccm, california, jazz"
Be Encouraged (feat. John P. Kee),The New Life Community Choir,The New Life Community Choir - Be Encouraged (feat. John P. Kee).mp3,"meditation, ccm, drum and bass, electro, male vocalist"
English House,Fleet Foxes,Fleet Foxes - English House.mp3,"grunge, classic rock, folk, folk rock, rock"
Death or Glory (Remastered),The Clash,The Clash - Death or Glory (Remastered).mp3,"new wave, classic rock, hard rock, hip hop, punk"
Country Girl,Dottie West,Dottie West - Country Girl.mp3,"honky tonk, country rock, classic country, ballad, soft rock"
Pa'lla pa'ca,Juan Carmona,Juan Carmona - Pa'lla pa'ca.mp3,"flamenco, latin jazz, singer-songwriter, world fusion, psychedelic"
Moscow Nights,The Mustangs,The Mustangs - Moscow Nights.mp3,"country rock, garage rock, soft rock, oldies, easy listening"
¿Qué Vas A Hacer?,Daddy Yankee,Daddy Yankee - ¿Qué Vas A Hacer_.mp3,"reggaeton, reggae, rap, latin, dancehall"
Execution,First Blood,First Blood - Execution.mp3,"straight edge, hardcore punk, hardcore metal, death metal, metalcore"
"Ay, Mi Sombrero",Jo Privat,"Jo Privat - Ay, Mi Sombrero.mp3","gypsy jazz, chanson, jazz, tango, musette"
Electrasonic V (Remasterizado 2008),Los Fabulosos Cadillacs,Los Fabulosos Cadillacs - Electrasonic V (Remasterizado 2008).mp3,"ska, latin, argentina, salsa, reggae"
Pretty Smiles & Shattered Teeth,Soilent Green,Soilent Green - Pretty Smiles & Shattered Teeth.mp3,"sludge metal, alternative metal, grindcore, southern rock, doom metal"
"Love Divine, All Love Excelling",Russ Morgan,"Russ Morgan - Love Divine, All Love Excelling.mp3","orchestra, vaudeville, ragtime, easy listening, jazz"
Slow Down,Carlton Livingston,Carlton Livingston - Slow Down.mp3,"reggae, roots reggae, dancehall, lovers rock, dub"
This is My Year,Mac Dre,Mac Dre - This is My Year.mp3,"gangster rap, alternative hip hop, hyphy, hip hop, dirty rap"
Taking Over,Big Rich featuring Devo,Big Rich featuring Devo - Taking Over.mp3,"hyphy, gangster rap, neo soul, hip hop, rap"
Shades of Love,Tom Barabas,Tom Barabas - Shades of Love.mp3,"meditation, electronic, modern classical, instrumental, piano"
36Grad (Paul van Dyk's Vandit Clubmix),2raumwohnung,2raumwohnung - 36Grad (Paul van Dyk's Vandit Clubmix).mp3,"tech house, indie pop, electro, progressive house, dub"
Lonesome Road,Junior Kimbrough,Junior Kimbrough - Lonesome Road.mp3,"delta blues, electric blues, blues, juke joint blues, blues-rock"
I'm so Bored with the U.S.A. (Remastered),The Clash,The Clash - I'm so Bored with the U.S.A. (Remastered).mp3,"new wave, classic rock, hard rock, hip hop, punk"
CC Ryder,Roy Buchanan,Roy Buchanan - CC Ryder.mp3,"blues-rock, electric blues, blues, instrumental rock, country rock"
2 Glocks,Bone Thugs-N-Harmony,Bone Thugs-N-Harmony - 2 Glocks.mp3,"gangster rap, rap, hardcore rap, west coast rap, cleveland"
Gamilia Patinada,Nikos Kalaintzis,Nikos Kalaintzis - Gamilia Patinada.mp3,greek
If Money Talks (1984 Demo),Jason and the Scorchers,Jason and the Scorchers - If Money Talks (1984 Demo).mp3,"country rock, cowpunk, roots rock, heartland rock, blues-rock"
Soleariyas,Juan Carmona,Juan Carmona - Soleariyas.mp3,"flamenco, latin jazz, singer-songwriter, world fusion, psychedelic"
Mi Ni Yu Wo,Denise Ho,Denise Ho - Mi Ni Yu Wo.mp3,"cantonese pop, chinese music, female vocalist, singer-songwriter, pop"
Born To Run,Suzi Quatro,Suzi Quatro - Born To Run.mp3,"glam rock, soft rock, hard rock, rock, pop"
The Murder Prologue (Album Version),Steve Vai,Steve Vai - The Murder Prologue (Album Version).mp3,"instrumental rock, heavy metal, hard rock, fusion, rock"
Rollin' and Tumblin',R.L. Burnside,R.L. Burnside - Rollin' and Tumblin'.mp3,"delta blues, blues-rock, electric blues, blues, juke joint blues"
Il a suffit d'une chanson d'amour,Christian adam,Christian adam - Il a suffit d'une chanson d'amour.mp3,"chanson, pop, belgium, french, chanson francaise"
Gay Ranchero,The Mystic Moods Orchestra,The Mystic Moods Orchestra - Gay Ranchero.mp3,"space age pop, easy listening, soft rock, jazz funk, funk"
Good Girl Gone Bad,Rihanna,Rihanna - Good Girl Gone Bad.mp3,"dance pop, dancehall, hip hop, ballad, pop rock"
Everything Good (Everything Good Version),Gaither Vocal Band,Gaither Vocal Band - Everything Good (Everything Good Version).mp3,"ccm, southern gospel, christian music, close harmony, united states"
Puzzle Of Hearts,Sergio Mendes,Sergio Mendes - Puzzle Of Hearts.mp3,"samba, bossa nova, soft rock, latin jazz, brazilian pop music"
Vodné stočné (opera),Krystof,Krystof - Vodné stočné (opera).mp3,"soft rock, pop rock, instrumental pop, easy listening, rock"
Nada de Ti,Eddie Palmieri,Eddie Palmieri - Nada de Ti.mp3,"latin jazz, salsa, mambo, charanga, boogaloo"
Laurie Warns Martin,Max Steiner,Max Steiner - Laurie Warns Martin.mp3,"soundtrack, german pop, chanson, easy listening, film music"
Streets On Fire,Vivian,Vivian - Streets On Fire.mp3,"blues-rock, blues, soft rock, electric blues, los angeles"
Peter Pan (j'veux pas être jeune) [feat. Les Pistons Flingueurs],Nicolas Bacchus,Nicolas Bacchus - Peter Pan (j'veux pas être jeune) [feat. Les Pistons Flingueurs].mp3,"chanson francaise, los angeles, nouvelle scene francaise"
Aunque Mañana No Estes,Juan Carlos Baglietto,Juan Carlos Baglietto - Aunque Mañana No Estes.mp3,"tango, ballad, male vocalist, rock, argentina"
Doctrines,Arthur Fiedler,Arthur Fiedler - Doctrines.mp3,"orchestra, easy listening, american, male, christmas music"
Ja Soc Aquí,Gato Perez,Gato Perez - Ja Soc Aquí.mp3,"rumba, flamenco, los angeles, spanish, world"
After One Quarter Of A Revolution,Every Time I Die,Every Time I Die - After One Quarter Of A Revolution.mp3,"alternative metal, grunge, screamo, hardcore punk, hardcore"
Dog Tagged,Kill The Client,Kill The Client - Dog Tagged.mp3,"grindcore, deathgrind, power violence, death core, rock"
Guajira Ven,Willie Colón,Willie Colón - Guajira Ven.mp3,"salsa, mambo, deep house, jazz funk, boogaloo"
Thank You for Calling,Billy Walker,Billy Walker - Thank You for Calling.mp3,"honky tonk, western swing, country rock, classic country, hard house"
Sweet Lover Hangover,Love and Rockets,Love and Rockets - Sweet Lover Hangover.mp3,"dance rock, gothic rock, college rock, dark wave, glam rock"
Butterflies,Poptart Monkeys,Poptart Monkeys - Butterflies.mp3,"modern rock, rock, pop rock, hard rock, hip hop"
The Key,Melissa Auf der Maur,Melissa Auf der Maur - The Key.mp3,"post-grunge, british pop, chill-out, trip hop, pop rock"
Love Goes Down (Part Deux),Annie Minogue Band,Annie Minogue Band - Love Goes Down (Part Deux).mp3,"modern rock, rock, pop, california, song writer"
Sally Can't Dance,Lou Reed,Lou Reed - Sally Can't Dance.mp3,"glam rock, singer-songwriter, classic rock, hard rock, rock"
Lero Do Bolero,Nana Caymmi,Nana Caymmi - Lero Do Bolero.mp3,"brazilian pop music, samba, bossa nova, bolero, tropical"
Kindhearted Woman Blues,"Robert Lockwood, Jr.","Robert Lockwood, Jr. - Kindhearted Woman Blues.mp3","delta blues, chicago blues, blues, blues-rock, classic rock"
Gunshot (Fiesta Riddim) (Explicit),Akon,Akon - Gunshot (Fiesta Riddim) (Explicit).mp3,"hip hop, urban, pop, club, jazz"
5 Foot 1 (Live),Iggy Pop,Iggy Pop - 5 Foot 1 (Live).mp3,"hard rock, singer-songwriter, protopunk, album rock, soundtrack"
Hello (Album Version Explicit),LL COOL J,LL COOL J - Hello (Album Version Explicit).mp3,"hip hop, rap, east coast rap, gangster rap, new york"
Games That Lovers Play,James Last,James Last - Games That Lovers Play.mp3,"orchestra, instrumental pop, big band, space age pop, tango"
born again,Endres,Endres - born again.mp3,"melodic trance, progressive trance, tech house, trance, techno"
What a Friend We Have in Jesus,Bill Murk,Bill Murk - What a Friend We Have in Jesus.mp3,"hard house, hardstyle, hip hop, techno, intelligent dance music"
Wagoner's Lad,John Sebastian,John Sebastian - Wagoner's Lad.mp3,"folk rock, soft rock, singer-songwriter, pop rock, bluegrass"
World Wind,J-MACK,J-MACK - World Wind.mp3,"gangster rap, hip hop, rap, hardcore rap, christian"
Streamline,System of A Down,System of A Down - Streamline.mp3,"alternative metal, heavy metal, hard rock, rock, metal"
The Everclear Song,Roger Creager,Roger Creager - The Everclear Song.mp3,"honky tonk, country music, singer-songwriter, country, texas"
Fly Again (The Scumfrog Radio Edit),Kristine W.,Kristine W. - Fly Again (The Scumfrog Radio Edit).mp3,"progressive house, tribal house, deep house, disco, happy hardcore"
Baby Momma (Chopped & Screwed),Boosie Badazz,Boosie Badazz - Baby Momma (Chopped & Screwed).mp3,"gangster rap, hip hop, rap, southern rap, dirty south rap"
Sitting And Watching,George Nooks,George Nooks - Sitting And Watching.mp3,"dancehall, lovers rock, reggae, roots reggae, roots rock"
Dying To Stay Alive,Jenny Berggren,Jenny Berggren - Dying To Stay Alive.mp3,"bass music, pop rap, hip hop, jungle music, trip hop"
Todas Las Cosas Que Ella Me Dió (Remasterizado 2008),Los Fabulosos Cadillacs,Los Fabulosos Cadillacs - Todas Las Cosas Que Ella Me Dió (Remasterizado 2008).mp3,"ska, latin, argentina, salsa, reggae"
Nothing To You,Milk Inc.,Milk Inc. - Nothing To You.mp3,"dance pop, progressive trance, progressive house, techno, euro-trance"
Shine for Jesus (Remastered),Sister Rosetta Tharpe,Sister Rosetta Tharpe - Shine for Jesus (Remastered).mp3,"religious music, country blues, jump blues, classic female blues, blues"
Ice Cream Man,Session Americana,Session Americana - Ice Cream Man.mp3,"roots rock, jug band, rock, country, americana"
El Chico Del Apartamento 512,Selena,Selena - El Chico Del Apartamento 512.mp3,"tejano, cumbia, latin, pop, texas"
"Sam Und Bo, N.E.O.",Samy Deluxe,"Samy Deluxe - Sam Und Bo, N.E.O..mp3","hip hop, pop rap, chill-out, dancehall, rap"
Going Back To New Orleans (Album Version),Poncho Sanchez,Poncho Sanchez - Going Back To New Orleans (Album Version).mp3,"latin jazz, jazz funk, mambo, acid jazz, salsa"
Sweetest Goodbye,Maroon 5,Maroon 5 - Sweetest Goodbye.mp3,"pop, rock, alternative, modern rock, club"
No Sé Lo Que Me Da,Los Iracundos,Los Iracundos - No Sé Lo Que Me Da.mp3,"latin pop, classic rock, latin, latino, pop"
Seven Days Too Long (2000 Remaster),Dexys Midnight Runners,Dexys Midnight Runners - Seven Days Too Long (2000 Remaster).mp3,"folk rock, pop rock, new wave, disco, europop"
Peigin Is Peadar (Peggy and Peter),Joe Heaney,Joe Heaney - Peigin Is Peadar (Peggy and Peter).mp3,"irish folk, celtic, folk, irish, poetry"
Bang,Badmarsh,Badmarsh - Bang.mp3,"breakbeat, jungle music, trip hop, downtempo, future jazz"
Freak it all Night,Dj Guy,Dj Guy - Freak it all Night.mp3,"turnablism, ghetto tech, electro-funk, gabba, miami bass"
Rock Me Baby,Freddie King,Freddie King - Rock Me Baby.mp3,"texas blues, blues-rock, electric blues, chicago blues, jump blues"
One More Night (2016 Remaster),Phil Collins,Phil Collins - One More Night (2016 Remaster).mp3,"soft rock, pop rock, ballad, easy listening, classic rock"
What's He Doin' In My World,Eddy Arnold,Eddy Arnold - What's He Doin' In My World.mp3,"honky tonk, classic country, traditional country, country pop, rockabilly"
She Blinded Me With Science,Thomas Dolby,Thomas Dolby - She Blinded Me With Science.mp3,"pop rock, new wave, europop, tech house, disco"
For Anything,Vanessa Daou,Vanessa Daou - For Anything.mp3,"chill-out, trip hop, nu jazz, downtempo, jazz"
Cuento de la buena pipa,Las Niñas,Las Niñas - Cuento de la buena pipa.mp3,"flamenco, latin jazz, acid jazz, folk rock, hip hop"
Watching You (Live At L'Olympia),Ayo,Ayo - Watching You (Live At L'Olympia).mp3,"neo soul, r&b, smooth jazz, reggae, blues"
Hiekkaa - Polvere,Tulipunaruusut,Tulipunaruusut - Hiekkaa - Polvere.mp3,"humppa, finish"
La rivière de ton dos,Jacques Douai,Jacques Douai - La rivière de ton dos.mp3,chanson
Mopao,Africando,Africando - Mopao.mp3,"salsa, mambo, afrobeat, charanga, samba"
"Perk trip - sleeping in ""tubes""",Jeanne Robertson,Jeanne Robertson - Perk trip - sleeping in _tubes_.mp3,"stand-up comedy, spoken word, comedy, funny, humorous"
Desperados,The Game,The Game - Desperados.mp3,"gangster rap, hardcore rap, west coast rap, classic, black"
Completeness,Minnie Riperton,Minnie Riperton - Completeness.mp3,"soul jazz, disco, smooth jazz, chicago soul, funk"
Zig-Zag Walk,Foghat,Foghat - Zig-Zag Walk.mp3,"blues-rock, hard rock, heavy metal, classic rock, pop rock"
God Is The Answer (Footprints In The Sand Album Version),Cristy Lane,Cristy Lane - God Is The Answer (Footprints In The Sand Album Version).mp3,"ccm, inspirational, southern gospel, country pop, christmas music"
Right Here Waiting,Lightforce,Lightforce - Right Here Waiting.mp3,"hard trance, trance, hard house, power metal, progressive trance"
Dasotmori Live,Megadrums,Megadrums - Dasotmori Live.mp3,"world beat, world music, saxophone, world, fusion"
Peanuts (The Peanut Vendor) (Album Version),Fania All Stars,Fania All Stars - Peanuts (The Peanut Vendor) (Album Version).mp3,"latin jazz, salsa, jazz, 70s, latin"
Speaker Problems (Bass Mix),Johnny Vicious,Johnny Vicious - Speaker Problems (Bass Mix).mp3,"hard house, progressive house, dance pop, progressive trance, hard trance"
Baby Boy (feat. Sean Paul),Beyoncé,Beyoncé - Baby Boy (feat. Sean Paul).mp3,"hip hop, pop, rock, soul, adult contemporary"
The Wickedness,Paul Glazby,Paul Glazby - The Wickedness.mp3,"hard house, hard trance, hardstyle, vocal house, techno"
Broderskapets Ring,Dimmu Borgir,Dimmu Borgir - Broderskapets Ring.mp3,"black metal, death metal, heavy metal, metal, extreme metal"
Anytime You Need a Friend,Mariah Carey,Mariah Carey - Anytime You Need a Friend.mp3,"dance pop, hip hop, urban, pop, adult contemporary"
Mozart In Samba Motion,Laurindo Almeida,Laurindo Almeida - Mozart In Samba Motion.mp3,"latin jazz, brazilian jazz, bossa nova, samba, tango"
Half Ain't Been Told,Otis Spann,Otis Spann - Half Ain't Been Told.mp3,"piano blues, chicago blues, blues-rock, blues, electric blues"
J'suis dans la dêche,Patrick Bruel,Patrick Bruel - J'suis dans la dêche.mp3,"cabaret, chanson, ballad, pop rock, europop"
Teeny Weeny String Bikini,Gunther,Gunther - Teeny Weeny String Bikini.mp3,"europop, pop rap, german pop, hardstyle, eurodance"
Machuca,Cabas,Cabas - Machuca.mp3,"vallenato, cumbia, salsa, bachata, latin pop"
Poema,Andre Verchuren,Andre Verchuren - Poema.mp3,"chanson, musette, bossa nova, folk, easy listening"
Perfect Peace,Twila Paris,Twila Paris - Perfect Peace.mp3,"ccm, soft rock, pop rock, religious music, easy listening"
The Blinding Sun (Album Version),Gustavo Santaolalla,Gustavo Santaolalla - The Blinding Sun (Album Version).mp3,"folk, acoustic, soundtrack, ballet, rock"
Do You Ever Think of Me,Russ Morgan,Russ Morgan - Do You Ever Think of Me.mp3,"orchestra, vaudeville, ragtime, easy listening, jazz"
Love n' Gold,C.C. Adcock,C.C. Adcock - Love n' Gold.mp3,"zydeco, swamp blues, blues-rock, swamp rock, roots rock"
Jericho,Simi,Simi - Jericho.mp3,"power pop, hard trance, progressive trance, trance, psychedelic rock"
Sarambeque,Charlie Byrd,Charlie Byrd - Sarambeque.mp3,"bossa nova, brazilian jazz, latin jazz, smooth jazz, easy listening"
Ça c'est Paris,Jacques Ferchit,Jacques Ferchit - Ça c'est Paris.mp3,musette
Einmal reich,UKW,UKW - Einmal reich.mp3,"neue deutsche welle, progressive trance, trance, kraut rock, hard house"
Si Lu,Candy Lo,Candy Lo - Si Lu.mp3,"chinese music, cantonese pop, ballad, nu jazz, downtempo"
Quítate La Ropa,Los Delinqüentes,Los Delinqüentes - Quítate La Ropa.mp3,"flamenco, rumba, ska punk, folk rock, pop rock"
Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig),Seamus Egan,Seamus Egan - Lock The Door _ Get Up Old Woman And Shake Yourself _ What Ail's You_ - (single jig).mp3,"irish folk, celtic, traditional, folk, irish"
Rang De Basanti,A.R. Rahman,A.R. Rahman - Rang De Basanti.mp3,"bhangra, indian classical, brutal death metal, doom metal, world music"
Todo a Pulmón (En Vivo),Alejandro Lerner,Alejandro Lerner - Todo a Pulmón (En Vivo).mp3,"pop rock, male vocalist, latin, singer-songwriter, pop"
Juke it Down,Dj Rashad,Dj Rashad - Juke it Down.mp3,"ghetto tech, beat, house, dj, acoustic"
In This Skin (Album Version),Jessica Simpson,Jessica Simpson - In This Skin (Album Version).mp3,"teen pop, dance pop, pop, rock, country"
Kurrajong,David Hudson,David Hudson - Kurrajong.mp3,"pop rock, flamenco, mariachi, world music, ambient"
Where I Stood (Live),Missy Higgins,Missy Higgins - Where I Stood (Live).mp3,"singer-songwriter, alternative, acoustic, indie, melbourne"
Bancate Ese Defecto,Charly García,Charly García - Bancate Ese Defecto.mp3,"pop rock, rock 'n roll, blues-rock, tango, piano rock"
From Ivory Towers Above The Control Grid,Kalibas,Kalibas - From Ivory Towers Above The Control Grid.mp3,"grindcore, deathgrind, alternative metal, brutal death metal, death metal"
Min Aporis,Antonis Remos,Antonis Remos - Min Aporis.mp3,"pop folk, modern laika, greek, remix"
Disposition,Vex'd,Vex'd - Disposition.mp3,"dubstep, uk garage, grime, breakbeat, breakcore"
Hunger Strike (25th Anniversary Mix),Temple Of The Dog,Temple Of The Dog - Hunger Strike (25th Anniversary Mix).mp3,"grunge, blues-rock, post-grunge, modern rock, ballad"
Lullaby For The Summer,Jimi Hendrix,Jimi Hendrix - Lullaby For The Summer.mp3,"blues-rock, classic rock, blues, hard rock, rock"
Trouble,Bruce Robison,Bruce Robison - Trouble.mp3,"alternative country, country rock, southern rock, singer-songwriter, country"
Joaquin Torres Jr.,Los Originales De San Juan,Los Originales De San Juan - Joaquin Torres Jr..mp3,"mariachi, karaoke, thrash metal, mexico, folk"
I Am The Walrus,Spooky Tooth,Spooky Tooth - I Am The Walrus.mp3,"blues-rock, psychedelic rock, art rock, rock, blues"
Hood Figga Juke,Dj Rashad,Dj Rashad - Hood Figga Juke.mp3,"ghetto tech, beat, house, dj, acoustic"
I'm Walking,Donnie McClurkin,Donnie McClurkin - I'm Walking.mp3,"urban, hip hop, black gospel, r&b, contemporary gospel"
Best Friend,Toni Braxton,Toni Braxton - Best Friend.mp3,"dance pop, rock, urban, adult contemporary, club"
Let Me Out,Maximilian Hecker,Maximilian Hecker - Let Me Out.mp3,"chamber pop, ballad, noise pop, deep house, electro"
Great Is Thy Faithfulness,Kathy Troccoli,Kathy Troccoli - Great Is Thy Faithfulness.mp3,"ccm, pop rock, united states, hip hop, female vocalist"
Chowbay,Roy Buchanan,Roy Buchanan - Chowbay.mp3,"blues-rock, electric blues, blues, instrumental rock, country rock"
Over And Over,Heavenly,Heavenly - Over And Over.mp3,"power metal, twee pop, indie rock, progressive metal, pop rock"
Get A Hold,A Tribe Called Quest,A Tribe Called Quest - Get A Hold.mp3,"jazz rap, hip hop, rap, east coast rap, alternative rap"
Cleopatra vs Marilyn Monroe,Epic Rap Battles of History,Epic Rap Battles of History - Cleopatra vs Marilyn Monroe.mp3,"new romantic, new wave, power pop, string quartet, ballad"
Velvet,Fergie,Fergie - Velvet.mp3,"pop rap, california, funk, hip hop, pop"
Intro,Aymen,Aymen - Intro.mp3,"chinese music, ballad, post rock, pop rock, female vocalist"
Jah Keep Us There,Rising Lion,Rising Lion - Jah Keep Us There.mp3,"roots reggae, reggae, dancehall, world, funk"
Les forains,Richard Galliano,Richard Galliano - Les forains.mp3,"tango, musette, chill-out, jazz, british pop"
