Song,Genre,Cluster,Confidence,PCA1,PCA2,z1,z2,z3
Rickie Lee Jones - Second Time Around (Album Version),folk rock,14,0.6545262,2.2593226,-0.35089275,-0.84702325,0.64165986,-0.015925292
Rickie Lee Jones - Skeletons (Live Acoustic Version),folk rock,3,0.53107923,0.12988019,0.07146001,0.26969612,0.05900973,-0.26358542
"Ricky Martin - Fuego de Noche, Nieve de Día",latin,3,0.53104067,0.11914717,0.07010645,0.2524929,0.030292273,-0.24437173
Ricky Martin - She's All I Ever Had,latin,29,0.9979942,-0.67257106,-1.1328583,-0.47409484,-1.5745378,-0.23785308
Ricky Martin - Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres),latin,3,0.53103447,0.13428307,0.054701656,0.24096075,0.035538122,-0.2410683
Rico Recklezz - Down Bad (feat. MMB Freeworld),southern rock,3,0.5310326,0.12533621,0.0848099,0.2606374,0.041281432,-0.23447582
RIDDLIN' KIDS - Stop The World (Album Version),power pop,29,0.99792105,-0.7515539,-1.0990149,-0.42432335,-1.6395774,-0.23632057
Rihanna - Breakin' Dishes,dance pop,3,0.5310302,0.13530646,0.064936616,0.2580849,0.036249474,-0.25099114
Rihanna - Disturbia,dance pop,29,0.9980342,-0.6876466,-1.1286005,-0.46107137,-1.586652,-0.23448455
Rihanna - Don't Stop The Music,dance pop,0,0.7769648,-1.4464408,0.95720553,1.28775,-0.8343036,-0.23179528
Rihanna - Love On The Brain,dancehall,3,0.53105444,0.10996437,0.07601382,0.26972085,0.03336361,-0.2523967
Rihanna - Music Of The Sun (Album Version),dance pop,0,0.77710146,-1.4721994,1.0315413,1.3338302,-0.83554465,-0.21598013
Rihanna - SOS (Album Version),dance pop,0,0.77653265,-1.3508406,0.88431317,1.2302588,-0.7764795,-0.22241181
Rihanna - The Hotness (ft. Shontelle),dance pop,0,0.77706283,-1.4572575,1.0155067,1.3149868,-0.8151735,-0.22330938
Rihanna - We Ride (Album Version),dance pop,29,0.99794215,-0.74280953,-1.0952253,-0.4151743,-1.6295803,-0.22527312
Rikk Agnew - Everyday,alternative rock,29,0.99764097,-0.6752536,-1.0892448,-0.4389186,-1.551019,-0.2485159
Rincon Morales - Nunca Es Tarde para Amar,gaita,3,0.5310458,0.10909283,0.072323,0.2622112,0.025498271,-0.24637315
Rise Against - 1000 Good Intentions,hardcore punk,29,0.9978928,-0.67078567,-1.1143721,-0.45593882,-1.5696371,-0.2426359
Rise Against - Amber Changing,hardcore punk,29,0.99787295,-0.67986906,-1.1131067,-0.4484193,-1.5794622,-0.2406361
Rise Against - Drones,hardcore punk,29,0.99803406,-0.68257904,-1.1287259,-0.46628368,-1.5911922,-0.24168958
Rise Against - Everchanging,hardcore punk,29,0.9979443,-0.70125926,-1.1193789,-0.44560808,-1.5976977,-0.24350648
Rise Against - Intro_Chamber The Cartridge,hardcore punk,29,0.9980579,-0.64252794,-1.1402951,-0.48684675,-1.5648274,-0.24370246
Rise Against - State Of The Union,hardcore punk,21,1.0,-2.479663,-0.32717913,0.66972196,-2.7296467,-0.13220453
Rise Against - Swing Life Away,hardcore punk,0,0.7770371,-1.4450171,0.9779933,1.307013,-0.8242331,-0.21759282
Rishi Rich - Come Here,bhangra,29,0.99820805,-0.7114526,-1.145989,-0.46412972,-1.6194313,-0.23904315
Rishi Rich - Jaan (Interlude),bhangra,17,0.9999807,2.0683007,4.5922728,0.77172375,1.1139966,0.33668503
Rising Lion - Jah Keep Us There,roots reggae,3,0.53104484,0.11922869,0.074101195,0.25763875,0.034080908,-0.24727976
Rising Lion - Letting You Back In,roots reggae,3,0.53101707,0.16366325,0.03580744,0.21660973,0.047554523,-0.24037579
Rita Chiarelli - This Is My Life,blues,29,0.9912316,-1.2259285,-0.7998733,-0.05944845,-1.8803024,-0.20029575
Rivas (BR) - Don't Phunk With My Heart,musette,0,0.7770846,-1.4647098,1.0138527,1.3343654,-0.81668484,-0.22562392
Rob Mullins - 5 4 3 2 1,soul jazz,3,0.5310274,0.13972835,0.055603035,0.2419991,0.036664262,-0.24103314
Robben Ford - Something For The Pain (Album Version),blues-rock,16,1.0,0.05804597,-1.3092289,-0.3648581,1.114634,-2.8725953
Robben Ford - Spoonful (Live),blues-rock,16,1.0,0.016913064,-1.3293318,-0.38244745,1.0814267,-2.8883958
Robben Ford - The Champ,blues-rock,16,1.0,0.07801023,-1.3123896,-0.38510084,1.1080124,-2.8576193
"Robert Lockwood, Jr. - Big Legged Woman",delta blues,3,0.53102976,0.16267623,0.051182076,0.22838947,0.054379493,-0.24484147
"Robert Lockwood, Jr. - Feel Like Blowing My Horn",delta blues,14,0.654036,2.2203438,-0.34616703,-0.82681155,0.6257683,-0.026047943
"Robert Lockwood, Jr. - Kindhearted Woman Blues",delta blues,14,0.6549894,2.305392,-0.354867,-0.86573136,0.64994395,-0.018683333
"Robert Lockwood, Jr. - She's Little And She's Low",delta blues,3,0.53098476,0.2121113,0.037779294,0.1977915,0.07129794,-0.23601931
Robert Palmer - Looking For Clues,blue-eyed soul,3,0.5310407,0.11978106,0.07680416,0.25720382,0.03305438,-0.24176918
Robert Palmer - Love Can Run Faster,blue-eyed soul,3,0.5310434,0.14033955,0.06192428,0.24277452,0.04704629,-0.2455757
"Robert Palmer - Man Smart, Woman Smarter",blue-eyed soul,0,0.77700627,-1.4423051,0.9545129,1.2971196,-0.82718885,-0.21400678
Robert Palmer - Some Guys Have All The Luck,blue-eyed soul,3,0.5310275,0.14316772,0.052457042,0.23687753,0.036005646,-0.24435714
Roberto Roena Y Su Apollo Sound - Let It Rain,salsa,14,0.6535724,2.188579,-0.3426458,-0.8154619,0.6165693,-0.02744015
Roberto Roena Y Su Apollo Sound - Oriza Eh,salsa,29,0.9979996,-0.6372571,-1.1410553,-0.48767948,-1.5533893,-0.2513044
Roberto Torres - Decima Del Tiempo De Antes,salsa,3,0.5310511,0.04888782,0.12038425,0.30689925,-0.0018554628,-0.24034745
Roberto Torres - Sabor Guajiro,salsa,3,0.5309941,0.1811232,0.021142907,0.21266952,0.046595916,-0.23599961
Robin Fox - Wonderland,breakbeat,21,0.9999995,-2.1826837,-0.26452368,0.62441003,-2.3875976,-0.14298278
Robin Frederick - Calling Dr. Zarkov,chill-out,29,0.9974941,-0.6468153,-1.0854272,-0.4423606,-1.5184517,-0.2404449
Rochelle Jordan - The Boy,new romantic,21,1.0,-2.3717515,-0.20112726,0.73609996,-2.525341,-0.14060612
Rocio Jurado - Mi Amante Amigo,bulerias,21,1.0,-2.5611093,-0.26144293,0.7367442,-2.7903018,-0.16122511
Rocio Jurado - Noe Cuando el Diluvio (Sevillanas Biblicas),bulerias,0,0.77676857,-1.631319,1.1607553,1.4600687,-0.87899685,-0.23446229
Rocio Jurado - Paloma Negra,bulerias,3,0.5310299,0.16870041,0.049298495,0.22850871,0.06420307,-0.23947921
Rocio Jurado - Va Por Usted (Remasterizado),bulerias,29,0.99840444,-0.6989006,-1.1809156,-0.4982531,-1.6293321,-0.24258097
Rock And Roll - The Loco Motion,pop rock,29,0.99801683,-0.6956998,-1.1311957,-0.45874262,-1.578121,-0.2469719
Rockabye Baby! - Desire,lullaby,3,0.5310717,0.14207315,0.058981515,0.2609147,0.0686315,-0.25421092
Rockabye Baby! - You Still Believe in Me,lullaby,14,0.65543187,2.3581014,-0.35765475,-0.87923133,0.6698246,-0.012998715
Rocker-T - Jah The Only One,dub,21,0.9999999,-2.2739005,-0.24502763,0.6688133,-2.4799883,-0.13598709
Rocker-T - One Million Matches,dub,3,0.5310426,0.12896891,0.06815245,0.2577284,0.03680803,-0.2497844
Rocket From The Tombs - Frustration (Live),garage rock,29,0.9983259,-0.6721704,-1.1843737,-0.5086074,-1.5817217,-0.24671222
"Rockin' Dopsie, Jr. - Down at the Mardi Gras",zydeco,29,0.9977664,-0.64532554,-1.1091907,-0.45803884,-1.5408158,-0.24765188
"Rockin' Dopsie, Jr. - Funky Butt",zydeco,29,0.99792504,-0.70169294,-1.1138269,-0.45131597,-1.5975393,-0.24156192
"Rockin' Dopsie, Jr. - Lucille",zydeco,29,0.9978003,-0.65718544,-1.1123016,-0.4584391,-1.5488605,-0.24626715
Rockit - Some Kind of Record,tech house,3,0.53103995,0.13162711,0.071686625,0.25691813,0.04589951,-0.24179897
Rockit - Stuck On Rewind,tech house,3,0.53104866,0.12577604,0.06331903,0.24645087,0.04008472,-0.24523973
Rocky Hill - Fool For You,blues-rock,16,1.0,0.11118339,-1.318838,-0.39194292,1.1390215,-2.856335
Rocky Hill - Hootchie Cootchie Man,blues-rock,16,1.0,-0.01141442,-1.3177851,-0.361208,1.0467333,-2.8887758
Rocky Whatule - Friends Of All Races,stand-up comedy,3,0.5309819,0.21807241,0.025387332,0.20262605,0.07838509,-0.22766611
Rocky Whatule - Retarded Army,stand-up comedy,3,0.53099585,0.19079974,0.037654616,0.22294572,0.063749835,-0.2336039
Rod Piazza & The Mighty Flyers - She Made My Blood Run Cold,blues-rock,16,1.0,-0.053452045,-1.2884113,-0.32542658,1.0246583,-2.884708
Rodney O & Joe Cooley - Murda',miami bass,3,0.53104615,0.14677384,0.063792706,0.23538712,0.055299446,-0.2446526
Rodney O & Joe Cooley - Nutty Block,miami bass,0,0.7770288,-1.4322823,0.99132764,1.2985195,-0.8077301,-0.21856551
Rodney O & Joe Cooley - Supercuts,miami bass,0,0.77695006,-1.4234194,0.9612852,1.2837162,-0.8099743,-0.21161005
Rodney O & Joe Cooley - U Don't Hear Me Tho' (Street Mix),miami bass,3,0.5310405,0.11949079,0.07488856,0.26390067,0.03412631,-0.24775487
Rodney O & Joe Cooley - Your Chance To Rock,miami bass,3,0.5310367,0.14171772,0.06047199,0.2488311,0.044005558,-0.25082433
Rodney O - Let's Have Some Fun,miami bass,0,0.77712023,-1.5008717,1.0452278,1.3605777,-0.8222787,-0.23779115
Roger Clyne & The Peacemakers - Mile High and Risin',roots rock,21,1.0,-2.4261916,-0.28399613,0.6853386,-2.6514564,-0.1368653
Roger Creager - All for the Sake of the Song,honky tonk,3,0.53102887,0.17214668,0.03752815,0.22158203,0.061727762,-0.24365994
Roger Creager - The Everclear Song(Live),honky tonk,29,0.9979976,-0.6602168,-1.1309249,-0.47017515,-1.5726681,-0.24136907
Roger McGuinn - The Bells Of Rhymney,country rock,5,1.0,1.5926716,3.065432,1.018713,2.1871648,1.2119625
Roger Miller - Husbands And Wives (Single Version),honky tonk,14,0.6552523,2.3379602,-0.36319673,-0.87600625,0.6687996,-0.0069452003
Roger Miller - My Pillow,honky tonk,14,0.6554993,2.3641577,-0.37513858,-0.8902892,0.6670245,-0.007682614
"Roger Reynolds - Binaural Presentation - Focus On A Beam Emptied Of Thinking, Outward...",serialism,0,0.776867,-1.5103368,1.1487166,1.3708705,-0.81280386,-0.22726731
Roger Reynolds - Binaural Presentation - Kokoro. Pt. 4,serialism,0,0.77714366,-1.5662876,1.0625737,1.4108486,-0.8533015,-0.22161089
Roger Reynolds - Binaural Presentation - Kokoro. Pt. 5,serialism,3,0.5310302,0.17697713,0.06836155,0.24647959,0.0777009,-0.22580831
"Roger Reynolds - Stereophonic Presentation - Kokoro, Pt. 4",serialism,3,0.53087837,0.31608143,0.05064808,0.1750486,0.11422512,-0.21869865
"Roger Reynolds - Stereophonic Presentation - Kokoro, Pt. 5",serialism,14,0.65472215,2.276628,-0.32872528,-0.8347825,0.6240951,-0.03104572
Roger Sanchez - Lost,progressive house,3,0.53105336,0.11572194,0.07596811,0.2655801,0.04014705,-0.23984647
Roger Williams - Around the World,instrumental pop,14,0.6546664,2.2705696,-0.33474264,-0.834933,0.62773633,-0.01618211
Roger Williams - Cool Water,instrumental pop,14,0.654958,2.3040404,-0.34969938,-0.8575021,0.65684944,-0.013043962
Roger Williams - I'm In The Mood For Love (Original),instrumental pop,14,0.65498227,2.3048623,-0.33726802,-0.8438739,0.64187956,-0.01857312
Roger Williams - Indiscreet,instrumental pop,14,0.6549374,2.3001137,-0.3376402,-0.84434175,0.64206177,-0.016286798
Roger Williams - The High and the Mighty,instrumental pop,14,0.6551592,2.320176,-0.33486068,-0.85324526,0.639004,-0.0056318343
Roj - Clear Channels,experimental pop,17,0.99998915,2.3478568,4.550397,0.74723345,1.0951829,0.32591134
Roj - The Process Revealed,experimental pop,17,0.9999981,2.509101,5.0743904,0.8267884,1.306208,0.3479398
Rokia Traoré - Château de sable,afrobeat,3,0.5310396,0.15442275,0.041930467,0.22953573,0.055278182,-0.2428306
Rokia Traoré - Koronoko,afrobeat,3,0.5310189,0.19553438,0.022338226,0.2086503,0.07179001,-0.24657208
Rolando - Where You from Foo (DJ Godfather Remix),electro,29,0.99782073,-0.58162224,-1.1390213,-0.50112724,-1.4972916,-0.2482252
Rolfe Kent - A Night at Mahmoud's (Score),soundtrack,14,0.65474135,2.2794204,-0.34491268,-0.8433213,0.6419395,-0.006992899
Rolfe Kent - Bill's Speech - A New Kind of Warrior (Score),soundtrack,3,0.5310292,0.1840195,0.034748763,0.21428064,0.07104295,-0.23969373
Rolfe Kent - Mark Practices,soundtrack,17,0.99999833,3.5935326,4.763503,0.34633535,1.2220435,0.44583225
Ron Goodwin - The Milky Way,easy listening,14,0.65525186,2.3337033,-0.36482248,-0.8793328,0.64872074,-0.011614703
Roni Size - Encore (2008 Re-edit),jungle music,29,0.99778533,-0.6460717,-1.1118116,-0.4623832,-1.5408801,-0.24647129
Roni Size - Forget Me Knots (Bailey Remix),jungle music,29,0.99812835,-0.675007,-1.1370887,-0.46998763,-1.5960968,-0.24949908
Roni Size - Less Is More (2008 Re-mastered),jungle music,29,0.99770856,-0.60891867,-1.1139845,-0.470263,-1.509557,-0.24915436
Ronnie Drew - The Ballad of St. Anne's Reel,irish folk,3,0.53029263,0.025318593,-0.25615072,0.030160189,-0.29517967,-0.24920973
Ronnie Milsap - Don't You Know How Much I Love You,country rock,5,1.0,1.5699434,3.075658,1.0264524,2.1849647,1.2155361
Ronnie Milsap - How Great Thou Art,country rock,5,1.0,1.5911016,3.0798337,1.024407,2.192945,1.2148656
Ronnie Milsap - Why Don't You Spend The Night,country rock,5,1.0,1.5526285,3.096949,1.0472912,2.1894662,1.210402
Ronnie Milsap - Wrong End Of The Rainbow,country rock,5,1.0,1.6268498,3.0492995,0.98359174,2.1996245,1.2155948
Ronny Eriksson - En fet man,stand-up comedy,0,0.7770633,-1.4654318,0.9996946,1.320218,-0.8247235,-0.2157939
Ronny Eriksson - Spritlåten,stand-up comedy,3,0.5310736,0.120785415,0.06527006,0.25977892,0.053126916,-0.25512457
Room 5 - Hidden Sun,disco,0,0.77564555,-1.708798,1.3148257,1.5503569,-0.88321626,-0.239095
Roommate - Isn't Radio,dubstep,3,0.5310303,0.15391831,0.053557068,0.23211664,0.05035536,-0.24020323
Rooney - Get Away,power pop,29,0.99797064,-0.66065025,-1.1287643,-0.47161543,-1.5691357,-0.24294803
Rory Block - Blues Again,delta blues,3,0.531016,0.18105334,0.03346709,0.20915659,0.060352124,-0.23259456
Rory Block - Three Is a Crowd,delta blues,3,0.5310014,0.18973988,0.034201197,0.21233183,0.059078135,-0.23116338
Rosellas - Common Ground,future jazz,29,0.99765164,-0.6403755,-1.0978565,-0.44761118,-1.5310214,-0.24557623
Ross - I Promise My Heart (Radio Version),italian disco,29,0.9978902,-0.6958444,-1.1094679,-0.44264373,-1.5894969,-0.23382172
Roy Brown - Love Don't Love Nobody,jump blues,3,0.53105235,0.13205895,0.06235838,0.2529252,0.044771954,-0.24908902
Roy Brown - Ohé Nené,jump blues,29,0.9981358,-0.5991056,-1.1669757,-0.51237094,-1.5337651,-0.24791953
Roy Brown - Rockin' At Midnight,jump blues,14,0.65356857,2.19823,-0.31843492,-0.8094363,0.63214725,-0.025530914
Roy Brown - Travelin' Blues,jump blues,14,0.6551138,2.3178391,-0.3651848,-0.8764038,0.6556586,-0.010362855
Roy Buchanan - CC Ryder,blues-rock,16,1.0,0.1202008,-1.3118917,-0.38731587,1.1570625,-2.866292
Roy Buchanan - Chowbay,blues-rock,8,1.0,2.8098419,-1.4662216,-1.4289775,2.299016,-2.6730692
Roy Buchanan - Hey Joe (Live),blues-rock,16,0.9999999,0.19266072,-1.2787081,-0.38590634,1.2132893,-2.8502645
Roy Carrier - My Baby Don't Wear No Shoes,zydeco,0,0.77711093,-1.5601273,1.0452044,1.3866999,-0.87131155,-0.23239397
Roy Drusky - Country Rose,country rock,5,1.0,1.6736091,3.0618358,0.9672949,2.2473397,1.2444658
Roy Drusky - Funny How Time Slips Away,country rock,5,1.0,1.636834,3.0623949,0.9844811,2.2254596,1.2361445
Roy Drusky - Second Hand Rose,country rock,5,1.0,1.643856,3.0509536,0.97301656,2.2148905,1.217818
Roy Drusky - So In Love Again,country rock,5,1.0,1.6341546,3.0479193,0.9715154,2.1953487,1.2159926
Roy Drusky - Wasted Days and Wasted Nights,country rock,5,1.0,1.6612742,3.0643814,0.97120655,2.22861,1.236184
Roy Drusky - Worried Mind,country rock,5,1.0,1.6741813,3.0708897,0.96322995,2.2427893,1.2274041
Roy Roberts Experience - Let's Wrap up Tonight Baby,soul blues,3,0.5310326,0.14423816,0.065962106,0.24702631,0.04985316,-0.24349922
Roy Rogers - Hi Ho Silver (Remastered 2014) (Remastered 2014),western swing,14,0.65466624,2.2762768,-0.3426678,-0.8391874,0.6487089,-0.018096164
Roy Rogers - I Never Picked Cotton,western swing,3,0.5310081,0.17816854,0.030586235,0.2144106,0.051120542,-0.23641549
Roy Rogers - My Chickasay Girl,western swing,14,0.6545947,2.2626338,-0.34251714,-0.8381818,0.6236254,-0.011688553
Roy Rogers - My Heart Went That-A-Way,western swing,14,0.6542382,2.2325714,-0.34245792,-0.83159405,0.61731726,-0.015919618
"Roy Rogers - Ride, Ranger, Ride",western swing,14,0.6552297,2.3330898,-0.35514873,-0.8665416,0.6564823,-0.016780436
Roy Rogers - The Hills Of Old Wyomin',western swing,14,0.6554908,2.3721254,-0.38744336,-0.9031879,0.6944759,-0.013017938
Roy Rogers - Yellow Rose Of Texas,western swing,14,0.65417457,2.2263596,-0.33791596,-0.8240741,0.6148798,-0.014618188
Royal Bubble Orchestra - Too Bad,lullaby,3,0.5310429,0.13842824,0.065645255,0.2547439,0.04745449,-0.25012553
Royal S - I.A.I,roots reggae,0,0.77701116,-1.5821973,1.1219025,1.435993,-0.8439549,-0.2451502
Royal S - Personne Stop (feat. Nixon),roots reggae,0,0.7770928,-1.4878135,0.9923315,1.3224933,-0.8399255,-0.22246416
Ruben Cossani - Piroschka,indie rock,14,0.65394557,2.2027435,-0.34103265,-0.81692207,0.60036343,-0.014033295
Ruby Isle - So Damn High (Will Eastman Club Edit),dance rock,0,0.7770923,-1.4725147,0.9987846,1.329385,-0.84801006,-0.2186748
Rudolph Valentino - Kashmiri Love Song,ballad,14,0.65578055,2.4127944,-0.37278408,-0.89224577,0.6982851,-0.02979745
Ruffneck - C'est moi l'BO$$,deep house,21,0.9999999,-2.2297528,-0.22863075,0.6357345,-2.4045556,-0.16246083
Rui Da Silva - Amidar (cccp mix),progressive house,29,0.9976133,-0.7279706,-1.0677271,-0.40271014,-1.5933719,-0.23331927
Rui Da Silva - Lixuneanos (Original Mix),progressive house,21,1.0,-2.582796,-0.09436162,0.869709,-2.665577,-0.1621516
Rui Da Silva - On My Mind (feat. Ben Onono) (The Drill-Re-Work Dub),progressive house,3,0.5310232,0.18248934,0.045319825,0.22008494,0.06766038,-0.24348482
Rui Da Silva - The Contracting Perception Of Consciousness,progressive house,0,0.7770129,-1.5090016,1.1169318,1.3741497,-0.8212385,-0.21357828
Rummage - Megatrend,polka,3,0.53103256,0.1285584,0.05599732,0.2423945,0.031017676,-0.24243921
Run DMC - Bob Your Head,hip hop,2,1.0,-0.4485432,2.6672611,2.24392,-0.34124437,-1.5550022
Run DMC - Can I Get A Witness,hip hop,2,1.0,-0.47009242,2.6754022,2.2640424,-0.3564142,-1.546674
Run DMC - Crack (Demo),hip hop,2,1.0,-0.72200525,2.8492765,2.4328701,-0.4949391,-1.5563347
Run DMC - Faces,hip hop,2,1.0,-0.54086006,2.7189791,2.2994905,-0.39890927,-1.561171
Run DMC - Hard Times,hip hop,2,1.0,-0.49031845,2.7089045,2.2795448,-0.36245984,-1.5506022
Run DMC - Jam-Master Jammin',hip hop,2,1.0,-0.51374054,2.6969297,2.274304,-0.38404727,-1.5519514
Run DMC - King of Rock,hip hop,2,1.0,-0.57815003,2.7511065,2.31886,-0.42712253,-1.555179
Run DMC - Let's Stay Together (Together Forever) (feat. Jagged Edge),hip hop,2,1.0,-0.45896798,2.6725655,2.2465997,-0.3466958,-1.5505129
Run DMC - Miss Elaine,hip hop,2,1.0,-0.7498441,2.8613155,2.4424524,-0.52222407,-1.5524443
Run DMC - Run's House,hip hop,2,1.0,-0.5364602,2.7099652,2.2852037,-0.4027334,-1.5567603
Run DMC - Slow And Low (Demo),hip hop,2,1.0,-0.8197901,2.9809093,2.510815,-0.53816336,-1.539388
Rupa & The April Fishes - c'est moi,tango,3,0.53103423,0.16207291,0.0465644,0.22443902,0.055225402,-0.24545656
Russ Millions - International,hard house,0,0.77708846,-1.4808477,0.9849497,1.3225664,-0.8383945,-0.2265437
Russ Morgan & His Orchestra - A Room with a View,orchestra,14,0.6540475,2.2183304,-0.34871918,-0.82645017,0.6117018,-0.022524305
Russ Morgan - Do You Ever Think of Me,orchestra,29,0.9967924,-0.62571,-1.0444238,-0.40718365,-1.468253,-0.24940826
Russ Morgan - I Heard You Cry,orchestra,14,0.65474516,2.2797916,-0.33882287,-0.84151804,0.6345839,-0.013449714
"Russ Morgan - Love Divine, All Love Excelling",orchestra,14,0.6552237,2.3348312,-0.35018647,-0.8602002,0.66143185,-0.017627493
Russ Morgan - The Object Of My Affection,orchestra,14,0.65484565,2.29245,-0.35390922,-0.85825163,0.6455976,-0.013806403
Russ Taff - Jesus Loves Me (Now More Than Ever),ccm,13,1.0,-1.0807004,0.9092948,2.0230837,-1.4729574,0.49916315
Russ Taff - We Will Stand (The Best Of Russ Taff Version),ccm,13,1.0,-1.0600187,0.8921735,1.997308,-1.4476125,0.49563494
Russell Malone - Sugar Buzz,cool jazz,3,0.53102106,0.19017452,0.018163934,0.20885101,0.07051009,-0.24357966
RyanDan - Wind Beneath My Wings (Album Version),neoclassical,3,0.5310441,0.17423481,0.03902378,0.22274186,0.071090326,-0.24681892
S. Solis y Orquesta - La Vida En Rosa,musette,3,0.5310508,0.10703722,0.044995435,0.2527857,0.020219997,-0.25049022
S.U.P - The Cube (live),doom metal,3,0.53102994,0.15087746,0.038920254,0.2272326,0.038154066,-0.25529838
"Sabda Brahma - Jahuu, Gandiva Laulaa!",nu jazz,0,0.7770716,-1.5860188,1.050333,1.3863515,-0.8931985,-0.2154189
Sade - All About Our Love,quiet storm,3,0.5310417,0.1510788,0.059891634,0.23979595,0.055750072,-0.24732032
Sade - Morning Bird,quiet storm,3,0.53107744,0.10706033,0.1796205,0.30875885,0.054735865,-0.22950095
Sade - Paradise,quiet storm,3,0.5310322,0.14719808,0.056047983,0.22889656,0.0457474,-0.23897153
Sade - Slave Song,quiet storm,0,0.77684116,-1.4022686,0.94036937,1.2723186,-0.79073393,-0.2221843
Sade - Smooth Operator (2011 Remastered),quiet storm,3,0.53105414,0.104110375,0.07669983,0.2690801,0.028339252,-0.25104028
Saga - Believe,hard rock,3,0.5310141,0.18639815,0.03524045,0.21187405,0.0633788,-0.23831153
Saigon Kick - I.C.U.,hard rock,29,0.99807334,-0.697482,-1.1338236,-0.4575738,-1.608475,-0.24529546
Saigon Kick - The Way (2006 Remaster),hard rock,3,0.5310314,0.1493881,0.062435135,0.24080354,0.049856707,-0.24173565
Saint Louis Big Band - Sister Sadie,hip hop,2,1.0,-0.46519852,2.6758244,2.2494464,-0.3414433,-1.5427644
Sal Mineo - Start Movin' (In My Direction),brill building pop,3,0.5310228,0.14222975,0.06360232,0.24856472,0.037737742,-0.241725
Salieri - Now Everybody's Gone,requiem,14,0.6549579,2.3077424,-0.37604642,-0.87523806,0.67010903,-0.008896127
Salt the Wound - I Swear the Visine is for my Allergies,death core,29,0.9981135,-0.659215,-1.1456565,-0.4795913,-1.5838482,-0.24709818
Salt the Wound - The Beginning,death core,21,1.0,-2.3573346,-0.28021213,0.6772502,-2.581194,-0.1445507
Salt-N-Pepa - Push It,pop rap,0,0.77709657,-1.4776808,0.9907451,1.326643,-0.8405007,-0.21812715
Sam Baker - I Can't Break Away,funk,3,0.5310237,0.18739542,0.03495446,0.20698273,0.06815466,-0.24267617
Sam Baker - I Can't Stand It,funk,14,0.6529004,2.149809,-0.3383175,-0.7950256,0.6080653,-0.031940095
Sam Baker - Just A Glance Away - Original,funk,14,0.654645,2.2706609,-0.3636356,-0.85209197,0.64250743,-0.02411507
Sam Fan Thomas - African Typic Collection,soukous,29,0.9977366,-0.6454152,-1.1090534,-0.4550556,-1.5290083,-0.23730619
Sam Fan Thomas - Sabina,soukous,3,0.5310548,0.09925811,0.0871145,0.27787685,0.030679837,-0.24776933
Sam Feldt - Fade Away (feat. INNA),los angeles,29,0.9976999,-0.6672981,-1.1001325,-0.44323432,-1.5480087,-0.24349962
Saman - Akhm Nakon,folk metal,29,0.9973442,-0.6352031,-1.0765101,-0.4357993,-1.505187,-0.24489306
Saman - Roorasty,folk metal,21,1.0,-2.43749,-0.24266124,0.71578777,-2.6396995,-0.14960204
Samba Mapangala & Orchestra Virunga - Siri (Secret),soukous,3,0.5310391,0.17443912,0.03305339,0.21483186,0.06667997,-0.24512671
Samba Trio - Essa Marie,bossa nova,12,0.99963844,1.434932,2.4946833,0.5548618,0.6249949,0.0409445
Sammi Cheng - Liu Zi Zhen Yan,cantonese pop,3,0.5310553,0.102475956,0.082463965,0.27553785,0.029546931,-0.2527114
Sammi Cheng - Nu Ren Ben Se,cantonese pop,29,0.9970912,-0.64149725,-1.0573137,-0.41308367,-1.4916328,-0.2514423
Sammi Cheng - Our Close Relationship (From _The Lucky Guy_),cantonese pop,0,0.7769933,-1.4389796,0.9638479,1.2971884,-0.82469285,-0.21993381
"Sammi Cheng - Qing Xian Xian Yue Du Medley_ Tai Qi Wo De Tou Lai, Nu Ren Zhi Ku, Shang, Xi Huan Ni, Shi Lian Wang, Ai Ni, Shang Hen, Ming Nian J",cantonese pop,3,0.53105927,0.1585771,0.048713736,0.2393687,0.067402355,-0.25458786
Sammi Cheng - Sa La Re Wo Di Luo Mi Qu Yu Zhu Li Ye,cantonese pop,3,0.5310516,0.08227423,0.08939497,0.27868518,0.011704341,-0.2501977
"Sammi Cheng - Wo Ai Ni, Zai Jian!",cantonese pop,3,0.53102154,0.16811192,0.02817943,0.21402004,0.051477045,-0.24033594
Samy Deluxe - Denk,hip hop,2,1.0,-0.51703143,2.7107017,2.2900014,-0.38250038,-1.5637996
Samy Deluxe - Die Meisten,hip hop,2,1.0,-0.48127094,2.679486,2.261086,-0.36233565,-1.5513961
Samy Deluxe - Sag es sag es (feat. Neo),hip hop,2,1.0,-0.7955289,2.8551548,2.4515767,-0.5444019,-1.5823867
"Samy Deluxe - Sam Und Bo, N.E.O.",hip hop,2,1.0,-0.5188438,2.7080941,2.284873,-0.38664913,-1.557432
Sandi Thom - I Wish I Was a Punk Rocker (with Flowers in My Hair),british pop,0,0.7768916,-1.5711733,1.161506,1.4600668,-0.834073,-0.23443821
Sandi Thom - When Horsepower Meant What It Said,british pop,3,0.5310537,0.10808839,0.072405025,0.26455265,0.029217526,-0.24945642
Sandi Thom - Wounded Hearts,british pop,29,0.9979366,-0.6496674,-1.1251001,-0.47372502,-1.5584024,-0.24462721
Sandra Mbuyi - Goodness,dancehall,3,0.5310281,0.1577562,0.03689579,0.22324732,0.049386695,-0.24073848
