Song,Genre,Cluster,Confidence,LogLikelihood,PCA1,PCA2
Screamin' Jay Hawkins - I Need You,rock 'n roll,3,1.0,146.92877,0.8030757,-0.20347239
Screamin' Jay Hawkins - I Put a Spell On You,rock 'n roll,3,0.99998474,156.43192,1.9470495,-0.70445454
Screamin' Jay Hawkins - Talk About Me,rock 'n roll,3,1.0,161.26205,0.7181384,-0.12018702
Screamin' Jay Hawkins - What’s Gonna Happen On The 8th Day (1972 Sessions),rock 'n roll,0,1.0,149.21182,-0.28028005,-0.7539535
Screaming Lord Sutch - Murder In The Graveyard,psychobilly,3,1.0,162.10593,0.07059449,0.48101953
Screaming Lord Sutch - Son of Jack the Ripper,psychobilly,3,1.0,165.26874,1.3362526,0.48391342
Seal - I'm Alive (BT & Sasha Mix),dance pop,4,1.0,118.09857,-1.3624629,1.0535322
Seal - Killer (Single Version),dance pop,1,1.0,147.15782,2.0634687,-0.3544746
Seal - Prayer for the Dying (Acoustic Version),dance pop,4,1.0,150.80624,0.10731079,0.16360715
Seal - Prayer for the Dying (Live in Paris),dance pop,4,1.0,151.09416,0.106360935,1.1149393
Seal - The Beginning (Giro e Giro Mix) (2022 Remaster),dance pop,4,1.0,138.33762,2.4607024,0.3048096
Seal - Whirlpool (Live),dance pop,1,1.0,141.13667,0.44059896,2.2770162
Seamus Egan - Lock The Door _ Get Up Old Woman And Shake Yourself _ What Ail's You_ - (single jig),irish folk,3,1.0,126.723076,-0.7491762,-1.9978155
Seamus Egan - Lullaby,irish folk,3,1.0,155.3006,-2.9965715,-0.93554205
Seamus Egan - McDermott's Fancy _ Swans Among The Rushes _ Chicago _ The Swallow's Nest - (jig),irish folk,3,1.0,156.42972,-1.1171243,-0.52215874
Seamus Egan - McDermott's _ Boys of Blue Hill,irish folk,3,1.0,155.33887,-0.5850222,0.11689927
Seamus Egan - Poultry in the Parlour _ Rolling the Ryegrass,irish folk,3,1.0,159.57867,0.06940239,0.59450245
Seamus Egan - The Munster Cloak,irish folk,3,1.0,161.24426,-2.6192687,-1.3301092
Seamus Ennis - The Little Stack of Barley _ Cronin's Hornpipe,irish folk,3,1.0,129.26236,-2.6400394,1.1139627
Sean Kingston - Face Drop (Album Version),reggae,3,1.0,155.69412,1.2040911,2.0013163
Sean Webster Band - Hear Me Now (Live),blue-eyed soul,3,1.0,160.10028,-0.11892713,-0.51108724
Seatrain - Abbeville Fair,jazz funk,3,1.0,166.66354,0.63581586,0.5349716
Seguridad Social - El oro de la gallina de los huevos,rumba,3,1.0,161.36383,0.21799423,1.812372
Seguridad Social - Soc mediterrani,rumba,3,1.0,157.37958,0.66281474,0.93863237
Seguridad Social - Un pensamiento,rumba,3,1.0,168.97562,1.0192496,0.6677311
Selena - Cien Años,tejano,3,1.0,165.4365,1.154865,-0.5149738
Selena - El Chico Del Apartamento 512,tejano,3,1.0,165.0145,1.8413628,0.63923585
Selena - Estoy Contigo,tejano,3,1.0,164.80386,-0.5155924,-0.20806003
Selena - Techno Cumbia,tejano,3,1.0,156.80498,3.050829,0.16738024
Selena - Tu Robaste Mi Corazón,tejano,3,1.0,169.91556,-0.07096175,0.38995662
Selena - Ven Conmigo_Perdóname (Live),tejano,3,1.0,153.29318,-0.27329823,1.650457
Selena Y Los Dinos - La Llamada (1993 Version),tejano,3,1.0,159.0961,1.9127153,-0.3744756
Semisonic - Gone To The Movies,post-grunge,0,0.9328851,142.1851,-0.03984812,-1.2202781
Semisonic - Secret Smile,post-grunge,4,0.7661067,145.42554,-0.48120168,-0.14344396
Sensations - Superscout,rock steady,3,1.0,165.18666,-0.77536297,1.4611995
Serge Desaunay - La polka des grenouilles,gypsy jazz,3,1.0,165.6859,-0.6573485,0.20026156
Sergio Dalma - La Marca De Tus Labios,ballad,3,1.0,171.06265,-0.14746249,0.9751062
Sergio Dalma - Te Quiero Mammá,ballad,3,1.0,162.12314,1.5755132,0.3131241
Sergio Dalma - Un Cachito De Ti,ballad,3,1.0,167.08603,0.013402447,0.7597288
"Sergio Franchi - Arrivederci, Roma",ballad,3,1.0,166.69324,-2.7483282,-1.1809815
Sergio Franchi - Cuore appassionato,ballad,3,1.0,158.38472,-0.44626185,-1.2415749
Sergio Franchi - Oh Little Town Of Bethlehem,ballad,3,1.0,162.2966,-2.8998795,-0.7723833
Sergio Franchi - Silent Night,ballad,3,1.0,166.62941,-3.6891682,-1.0347033
Sergio Mendes - Mas Que Nada,samba,3,1.0,163.39485,1.8320854,0.22541912
"Sergio Mendes - O Morro (Live At El Matador, San Francisco, CA _ 1965)",samba,3,1.0,161.32559,-1.2966175,-1.3655549
Sergio Mendes - Puzzle Of Hearts,samba,3,1.0,165.15077,-0.4893767,-0.6409891
"Sergio Mendes - Tem Dó De Mim (Live At El Matador, San Francisco, CA _ 1965)",samba,3,1.0,155.75452,-1.0907764,-2.3597097
Serpentine - Rainbow Ride,new romantic,3,1.0,162.06584,-0.8268305,-0.057626516
Session Americana - Ice Cream Man,roots rock,3,1.0,163.92183,0.8750942,-0.2780753
Set Your Goals - summer jam,pop punk,3,1.0,168.35422,0.31218112,1.9076545
Set Your Goals - the fallen...,pop punk,3,1.0,169.7771,0.86449784,2.867305
Set Your Goals - This Very Moment,pop punk,3,1.0,168.61876,-1.7790791,1.6910892
"Set Your Goals - We Do It For the Money, OBVIOUSLY! (Demo)",pop punk,3,1.0,165.40001,-0.35829416,3.6499684
Seventh Day Slumber - Famous One,christian rock,3,1.0,168.65945,-1.1536037,2.092422
Seventh Day Slumber - Lead Me To The Cross (Acoustic),christian rock,3,1.0,159.60886,0.2917292,1.2297693
Seventh Day Slumber - Sabados,christian rock,3,1.0,166.40895,-0.20211661,1.9712247
Seventh Day Slumber - Shattered Life,christian rock,3,1.0,154.87607,-0.87025905,1.5596658
Seventh Star - I Versus I,christian hardcore,3,1.0,165.93869,-0.058526125,2.5519094
Sex Machine - We Wanna Change Our Band Name,industrial metal,3,1.0,147.90965,0.4831676,1.9640607
Sex Pistols - 100 Club 1996 ''We Love You Beatles'' - Live,punk,3,1.0,151.7201,-1.1279243,-1.0442764
Sex Pistols - Chatterbox,punk,3,1.0,155.33644,-2.5686173,1.7756292
"Sex Pistols - God Save The Queen (Live From Finsbury Park,London,United Kingdom_1996)",punk,3,1.0,167.14809,-0.42424816,2.2970443
Sex Pistols - I'm A Lazy Sod,punk,3,1.0,168.46497,-1.5470954,2.2818396
Sex Pistols - New York (Lookin' for a Kiss),punk,3,1.0,157.04329,-0.693117,1.5920473
Sex Pistols - Pretty Vacant,punk,3,1.0,170.01712,-1.5701966,1.9755976
Sex Pistols - Seventeen,punk,3,1.0,170.4801,-1.7657714,1.4013137
Shade Sheist - The Urban Gospel,uk garage,0,0.986376,138.51878,4.691566,-1.9825983
Shadows Fall - Crushing Belial,power metal,3,1.0,166.21884,-0.34608847,2.2646468
Shadows Fall - What Drives the Weak,power metal,3,1.0,164.00189,0.99542326,0.7603509
Shaggy - Alimony,reggae,0,0.9845115,138.23526,5.859991,-1.7277877
Shaggy - Criteria,reggae,3,1.0,156.46733,2.8127956,0.6419733
Shaggy - Hey Sexy Lady,reggae,3,0.99998474,163.76567,3.4203548,-0.5720866
Shai Hulud - We Who Finish Last,math-core,3,1.0,166.04077,0.39241886,1.8713404
Shakedown - At Night (Anyma x Layton Giordani Remix),deep house,0,1.0,151.78796,3.9896002,-2.1417892
Shakira - Did It Again (feat. Kid Cudi),dance pop,1,1.0,138.52644,0.98817366,0.12499066
Shakira - Donde Estas Corazon,dance pop,1,1.0,135.78683,1.9262469,1.7138084
Shakira - Estoy Aquí,dance pop,4,1.0,141.98505,1.0609814,1.6066686
Shakira - Hips Don't Lie (feat. Wyclef Jean),dance pop,1,1.0,149.43872,1.6034772,-0.14397268
Shakira - Objection (Tango),dance pop,4,1.0,151.75827,0.68989486,1.6649675
Shakira - Ojos Así,dance pop,1,1.0,153.58836,1.017058,1.0746832
Shakira - Pienso en Ti,dance pop,4,1.0,125.99196,-1.256119,-1.4777316
Shakira - Poem to a Horse,dance pop,4,1.0,148.06651,-0.012687947,0.67367446
Shakira - Que Vuelvas,dance pop,4,1.0,148.397,0.7975813,1.0065817
Shakira - She Wolf,dance pop,4,1.0,146.34502,1.6452746,0.18688254
Shakira - Tú,dance pop,4,1.0,147.56331,-0.7506168,0.08422732
Shakira - Waka Waka (This Time for Africa) (feat. Freshlyground),dirty south rap,3,1.0,157.87509,1.1726094,-1.2629051
Shaman - Battle Of The Tom Tom,progressive trance,3,0.9985819,130.13364,0.30036807,-1.4092227
Shaman - For Tomorrow (Live),progressive trance,3,1.0,163.4896,-0.37217733,2.0405915
Shaman - Here I Am,ccm,4,1.0,154.45692,-0.2226546,2.1763284
Shamen - Transamazonia (Deep Dish No Doze Mix),tech house,3,0.99998474,152.71579,2.7733693,-0.22920512
Shanadoo - King Kong (Radio Edit),europop,3,1.0,165.97867,1.4723185,1.6814902
Shanadoo - Ninja Tattoo,europop,3,1.0,161.14557,1.4010719,1.3993655
Shania Twain - Raining On Our Love,country rock,4,1.0,149.7117,-1.7418711,-0.11315216
Shania Twain - Two Hearts One Love,country rock,4,1.0,148.76332,0.24426602,1.7528232
Sharon Shannon - A Costa De Galicia,flamenco,2,1.0,128.72603,-0.7622505,0.15549065
Sharon Shannon - Gaffo's Ball (Live),celtic rock,0,0.9997101,128.95114,-0.11090812,0.91886264
Shawn Colvin - Another Long One (Album Version),country rock,4,1.0,147.19681,0.9613632,0.8864335
Shawn Colvin - Cry Like An Angel (Album Version),country rock,4,1.0,144.9187,0.041390695,0.23404998
Shawn Colvin - Sunny Came Home,country rock,4,1.0,141.65302,-0.77223647,-0.08571423
Shawn Colvin - These Four Walls,country rock,4,1.0,142.20184,0.18313329,0.314456
Sheek Louch - Die Slow,gangster rap,3,0.9770736,150.61801,2.3895266,0.123284444
Sheila Walsh - Circle Of Hands (For A Time Like This Album Version),ccm,1,1.0,146.40195,0.886563,0.42230853
Shelby Flint - I've Grown Accustomed to His Face,glam rock,3,1.0,158.465,-1.7615724,-1.2509522
Shelby Lynne - Old Times Sake,country rock,4,1.0,152.38852,-1.7596042,-1.3142205
Shelby Lynne - Pretend (Album Version),country rock,4,1.0,138.7315,-2.3225708,-2.0792239
Shelly Manne & His Friends - Get Me To The Church On Time (Instrumental),hard bop,3,1.0,161.8167,-1.7237703,-1.1381649
Shelly Manne - Jubilation T. Cornpone,hard bop,3,1.0,154.10393,-0.18438877,-0.56511027
Shinehead - Olivia,dancehall,3,0.99817055,144.52367,3.6125925,-1.262565
Shinehead - The Real Rock,dancehall,3,1.0,155.90753,3.0194693,-0.9703949
Shinehead - World of the Video Game,dancehall,3,0.99954236,158.60818,4.300892,-1.7866197
Showbread - Dinosaur Bones,post-hardcore,3,1.0,164.85355,0.90179884,-0.09898538
Showbread - Nothing Matters Anymore,post-hardcore,3,1.0,165.55212,-0.26202068,1.9520528
Shriekback - Reason With The Beast,alternative dance,3,1.0,155.96085,-0.97262913,-0.82291824
Shriekback - Squanderer,alternative dance,3,1.0,164.0997,1.1859745,0.61194366
Shriekback - The Strongest Wind That Blows,alternative dance,3,1.0,163.45627,-0.11222658,-1.3748833
Shunza - Dear Friend,chinese music,3,1.0,159.76459,-1.941653,-0.07203643
SHY FX - Feelings,uk garage,3,0.9985515,136.03323,1.5334718,1.8760246
Sick Of It All - Death Or Jail,hardcore punk,3,1.0,169.46152,-0.010232811,2.5346155
Sick Of It All - Sanctuary,hardcore punk,3,1.0,164.01079,0.10626369,3.0698357
Sick Puppies - Deliverance,post-grunge,0,0.5975374,149.27391,1.1273396,2.2979903
Sierra Maestra - Abandonada _Blancas Azucenas,charanga,3,1.0,159.95477,0.67277616,0.8854511
Sierra Maestra - Dónde Va Chichi_,charanga,3,1.0,159.97849,0.7673159,1.0266225
Sierra Maestra - No Me Llores Más,charanga,3,1.0,155.55426,0.04083834,-0.6812002
Sigmatropic featuring Robert Fisher - The Blue Side of The Sun,post rock,3,1.0,160.36243,-0.14605018,-0.7432674
Silent Stream of Godless Elegy - Theme III,doom metal,3,1.0,159.72945,-2.9434144,-0.579471
Silver Rocks - Wicked Game _ I Drove All Night _ Losing My Religion (Cover),hip house,3,1.0,162.59727,-0.1894588,1.5503756
Silverchair - Cicada,post-grunge,4,0.999939,149.93735,-1.1559849,2.344252
Silverchair - Roses,post-grunge,4,0.7233017,150.68867,0.8685331,1.496249
Silverchair - Spawn (Again),post-grunge,0,0.9972116,145.4926,1.1318902,1.891007
Silverchair - Suicidal Dream,post-grunge,4,0.92727923,151.20953,0.035106234,0.68369126
Silverchair - The Door,post-grunge,4,0.9998017,147.72351,-1.4052231,2.5001159
Silversun Pickups - Widow's Weeds,no wave,3,1.0,166.14209,-0.22305451,1.2343118
Silvestre Dangond - Las Locuras Mías,ballad,3,1.0,162.1907,1.197874,0.13896132
Silvia Cristal - Meu Arco Iris de Cores e Felicidades (Acoustic),acid jazz,3,0.9999923,127.58,0.07231977,0.4814609
Silvério Pessoa - Eu vi a maquina voadora,progressive trance,3,1.0,155.58823,0.49927002,-1.4812665
Simi - Jericho,power pop,3,1.0,154.6935,0.8547414,-1.5389004
Simon & Garfunkel - Citizen of the Planet,folk-pop,3,1.0,162.4505,-0.6522612,0.3295175
"Simon & Garfunkel - Old Friends (Live at Central Park, New York, NY - September 19, 1981)",folk-pop,3,1.0,157.99759,-2.3612535,-1.0373515
Simon & Garfunkel - Patterns,folk-pop,3,1.0,152.81644,-0.6041168,-1.3871771
Simple Minds - Careful In Career,new wave,3,1.0,169.58603,-1.6857169,0.4563729
"Simple Minds - Chelsea Girl (Live From Paris Theatre, London, U.K._1979)",new wave,3,1.0,155.77664,-1.98244,0.7792335
Simple Minds - Hunter and the Hunted (Live From Paisley Abbey),new wave,3,1.0,163.5383,1.7322285,0.33509243
Simple Minds - New Warm Skin (Demo),oi,3,1.0,162.5499,-2.225464,-0.8500643
Simple Minds - Sanctify Yourself (Extended Remix),new wave,3,1.0,165.85838,-0.31317914,0.37166825
Simple Minds - See The Lights (2002 Digital Remaster),new wave,3,1.0,167.74057,0.020736659,-0.6995846
Simply Red - A Song for You (Live),pop rock,4,0.77686626,145.49757,-1.007572,1.7326885
Simply Red - Fairground,pop rock,0,0.959697,149.29437,-0.5134607,0.8429321
Simply Red - Maybe Someday,pop rock,0,1.0,148.89188,0.26415947,-0.8296485
Simply Red - Thrill Me (2008 Remaster),pop rock,0,1.0,140.87914,0.79011846,0.7721159
Sin Plomo - Why can't we live together (Al-Faris & Andrew Wooden's Eivissa Edit),progressive house,3,1.0,160.71338,1.9325889,-0.23859437
Sin Plomo feat. Boris G. - Why Can't We Live Together (Al-Faris & Andrew Wooden Eivissa Edit),progressive house,3,1.0,162.73004,1.7422556,-0.65404654
Since The Flood - All For Nothing,hardcore metal,3,1.0,158.178,-0.7797118,3.4300022
Since The Flood - Guardian Angel,hardcore metal,3,1.0,166.15613,-0.43615133,3.3949542
Singing Melody - All They Want,dancehall,3,1.0,152.96756,1.8567121,-0.13047418
Singing Melody - I Never Know,dancehall,3,1.0,148.55972,2.5822806,-0.5174356
Singing Melody - Lived My Life,dancehall,3,1.0,164.17587,2.07857,0.8574176
Singing Melody - Player No More,dancehall,3,1.0,158.43929,0.22304645,-0.29107928
Singing Melody - Someone To Hold,dancehall,3,1.0,147.82071,2.5099432,-0.7044341
Siouxsie - Into a Swan,dark wave,3,1.0,171.09273,-1.007624,0.9178839
Sir Douglas Quintet - She's About a Mover,blues-rock,4,1.0,141.62387,-0.37918058,1.2491201
"Sir Neville Marriner - Britten_ Four Sea Interludes from Peter Grimes, Op. 33a_ No. 4, Storm",requiem,3,1.0,163.98322,-2.9515867,0.11441187
"Sir Neville Marriner - Tchaikovsky_ String Quartet No. 1 in D Major, Op. 11_ II. Andante cantabile (Arr. Marriner for String Orchestra)",requiem,3,1.0,158.29495,-4.643449,-1.379407
"Sir Neville Marriner - Two Elegiac Melodies, Op. 34_ No. 2, Last Spring",requiem,3,1.0,146.62433,-4.731475,-0.6621439
Sirka Ragnar - Port Now!,indietronica,3,1.0,165.918,0.5555394,1.7567819
Sister Hazel - Cerilene (Album Version),post-grunge,0,0.9388112,151.84993,-0.3977132,0.5122065
Sister Hazel - Come Around (Acoustic),post-grunge,4,0.99972534,149.15804,1.2104126,-0.05298252
Sister Hazel - Concede (Album Version),post-grunge,4,0.9948254,150.78104,-0.054851398,1.6287013
Sister Hazel - Think About Me (Album Version),post-grunge,4,0.77893156,151.76453,0.31710494,0.6693263
Sister Hazel - This Kind Of Love (Full Band),post-grunge,4,0.99870384,140.78609,-0.3488905,-0.4906293
"Sister Rosetta Tharpe - Oh, The Joy That Came To Me",religious music,3,1.0,161.7296,-2.860415,-0.91797346
Sister Rosetta Tharpe - Shine for Jesus (Remastered),religious music,3,1.0,161.32307,-2.140425,-1.1757085
"Sister Rosetta Tharpe - Two Little Fishes, Five Loaves Of Bread",religious music,3,1.0,155.55595,0.19884825,-1.1655158
Sister Rosetta Tharpe - Up Above My Head There's Music In The Air,religious music,3,1.0,165.67618,-0.67412704,0.3910643
Sister Rosetta Tharpe - What He Done for Me,religious music,3,1.0,150.86295,-2.5689526,-0.24960801
Sivuca - A Doce Canção de Nélida,brazilian jazz,3,1.0,151.59528,-3.7230027,-0.57596934
Sivuca - Copacabana (Enr A Paris),brazilian jazz,3,1.0,146.16592,-0.34237164,-0.093586326
Sivuca - Energia,brazilian jazz,3,1.0,159.97221,2.3497984,0.23596801
Sivuca - Forró Praieiro,brazilian jazz,3,1.0,158.10188,-2.8507802,0.14701669
Sivuca - Rapaz De Bem (Enr A Paris),brazilian jazz,3,1.0,162.30405,0.14995606,-0.78470504
Sivuca - Visitando Zabelê,brazilian jazz,3,1.0,159.13515,0.6023468,0.42857474
Sizzla - Care,dancehall,3,1.0,154.48793,2.9452114,-1.176202
Sizzla - Folly Ranking,roots reggae,4,0.8975439,148.99884,1.4659619,0.43811324
Sizzla - Princess Black (feat. Edi Fitzroy),dancehall,3,1.0,161.84439,2.2110152,-0.3363367
Sizzla - Problem Inna the System,dancehall,3,0.99998474,146.31697,2.074789,-2.327395
Skeeter Davis - Am I That Easy To Forget,country rock,4,1.0,149.89291,-1.1573385,-0.70096767
Skeeter Davis - Foggy Mountain Top,country rock,4,1.0,150.13513,-1.644994,0.40244415
Skeeter Davis - He Says The Same Things to Me,country rock,4,1.0,134.25577,-2.1972363,-1.1285964
Skeeter Davis - It Was Only A Heart,country rock,4,1.0,149.03558,-1.7639784,-0.11356712
Skeeter Davis - Ladder Of Success,country rock,4,1.0,144.47699,-0.7933854,-0.0691523
Skeeter Davis - My Sweet Loving Man,country rock,4,1.0,143.01208,-1.4919757,0.8586877
Skeeter Davis - Santa Claus Is Coming To Town,country rock,4,1.0,148.4419,0.2775341,-0.7732672
Skeletonwitch - Sacrifice for the Slaughtergod,speed metal,3,1.0,164.74942,-0.18017301,3.0379062
Skeletonwitch - Within My Blood,speed metal,3,1.0,159.15497,0.23567279,2.5983465
Skrape - Searching For Home,post-grunge,0,1.0,147.20685,-0.59194547,0.34442523
Skyclad - The One Piece Puzzle,folk rock,3,1.0,165.95277,-0.7838452,1.3342992
Skyforger - In the Underworld,viking metal,3,1.0,170.34045,0.1350237,1.7902724
Skyvol - Time Will Tell (Mixed),christian rock,3,0.99846,136.0702,3.0630617,0.9745451
Slackbaba - And the Beat Goes Om,chill-out,3,1.0,150.04811,-1.6708866,0.5536141
Slackbaba - Sea of Green,chill-out,3,1.0,145.19571,2.5414789,0.05165449
Slackbaba - The Real Trick,chill-out,3,0.9993746,147.51596,0.9534677,0.57415545
Slaves - I'd Rather See Your Star Explode,alternative metal,3,1.0,164.31293,-0.8614993,1.7231938
Sleepy John Estes - Down South Blues,country blues,3,1.0,162.70168,-3.3832927,-1.1046981
Sleepy John Estes - Lawyer Clark Blues (Remastered 2022),country blues,3,1.0,165.85579,-2.7886682,-1.4311641
Sleepy John Estes - Little Laura Blues,country blues,3,1.0,149.05301,-2.9370832,-0.9302821
Sleepy John Estes - Need More Blues,country blues,3,1.0,156.30719,-0.8573723,-0.6786689
Sleepy John Estes - Stop That Thing,country blues,3,1.0,164.55157,-1.75728,-1.4552696
Slick Rick - Kill Niggaz,hip hop,0,1.0,143.60037,4.3210025,-1.1925021
Slightly Stoopid - Jimi Baby (Live),ska punk,3,1.0,161.55946,-0.5592914,-0.47915918
Slim Harpo - I Love the Life I'm Living,harmonica blues,3,1.0,165.93982,-1.191252,-0.9191731
Slim Whitman - As You Take A Walk Through My Mind,folk-pop,3,1.0,165.65875,-2.2802033,-0.89292765
Slim Whitman - Cattle Call,folk-pop,3,1.0,163.43701,-2.2383595,-0.07918181
Slim Whitman - China Doll,folk-pop,3,1.0,151.10208,-2.2215083,-0.97436583
Slim Whitman - Indian love call,folk-pop,3,1.0,154.99728,-2.8554277,-1.5574418
Slim Whitman - Serenade,folk-pop,3,1.0,163.93156,-1.8283365,-0.79563314
Slipknot - Wait and Bleed (Demo),rap metal,3,1.0,165.24724,0.86705756,2.6979182
Slow Meadow - Everything Is a Memory (Beanz N Kornbread Rework),rap metal,3,0.99978644,135.93758,-1.907385,-0.7345054
Slum Village - CB4 (Instrumental Mix),hip hop,0,1.0,139.09312,1.0494636,-1.7061348
Slum Village - CB4,hip hop,0,1.0,147.97035,2.5970623,-0.37275812
Slum Village - Climax (Instrumental Mix),hip hop,0,1.0,142.31497,3.0671895,-2.3392587
Slum Village - Estimate,hip hop,0,1.0,141.04779,1.1666577,-1.9944583
Slum Village - The Things You Do,hip hop,0,1.0,150.83344,2.9965494,-1.8614143
Sly Dunbar - Casava Piece Riddim,lovers rock,3,1.0,148.77118,0.40629944,-1.908418
Small Faces - It's Too Late,rock 'n roll,3,1.0,166.42737,-1.522788,1.3787004
Small Faces - Itchycoo Park,rock 'n roll,3,1.0,168.64865,-1.3376131,-0.32306498
Small Faces - My Mind's Eye,rock 'n roll,0,0.9846768,139.10153,-1.6715192,0.7312633
Small Faces - What'Cha Gonna Do About It,rock 'n roll,3,1.0,163.55484,1.3164576,1.5000584
Smartbomb - Complicate It,melodic hardcore,3,1.0,163.47717,0.12079318,2.6182396
smash palace - Death of Me,power pop,3,1.0,161.89874,0.29779252,0.84960806
smash palace - It's All Because,power pop,3,1.0,160.57562,-0.557666,1.8441792
Smidi Beats - All Shook Up,nu jazz,3,0.7604697,142.88023,4.1586285,-2.6568859
Smidi Beats - Grin'in In Ya Face,nu jazz,3,1.0,150.66605,3.5486455,-0.0040977956
Smiley Culture - Cockney Translator,gabba,3,1.0,155.72444,2.9012983,-1.8804628
Smith & Burrows - When the Thames Froze,rockabilly,3,1.0,157.32219,-3.1515105,-0.035174318
Smokin' Joe Kubek & Bnois King - Tell Me Why,blues-rock,1,1.0,158.31511,0.18319061,0.13956912
Smooth Jazz All Stars - Declaration (This Is It!),gospel,0,1.0,146.10382,3.5962598,-0.904835
Smut Peddlers - Nova (originally from _failure_),dirty rap,3,1.0,167.1607,1.0100764,2.1477535
Smut Peddlers - Playstation Generation,dirty rap,3,1.0,169.79172,0.07359752,2.2991662
SNAP! - Beauty Queen (12_ Spoon Club Mix),pop rap,0,0.61778605,145.36078,5.061032,-1.7086121
SNAP! - Do You See the Light_ (Looking For) (Deep Ethno Mix),pop rap,0,1.0,128.97458,3.500991,-1.540064
SNAP! - Mary Had A Little Boy (Maestro Mix),pop rap,0,0.9999543,136.34424,2.4929729,0.8343438
SNAP! - The First the Last Eternity (Till the End) [feat. Summer] (GDC Mix),pop rap,0,1.0,135.33182,4.632264,-1.5084875
SNAP! - The World in My Hands (We Are One),pop rap,3,1.0,152.8284,-0.44910848,0.34633294
Sneaky Sound System - Lost In The Future,alternative dance,3,1.0,155.27864,3.9497156,1.3435864
Snow Patrol - Chasing Cars,indie rock,3,1.0,157.25345,-1.275461,0.31086707
Snow Patrol - Chocolate,indie rock,3,1.0,167.00201,-0.2125156,1.4667778
"Snow Patrol - It Doesn't Matter Where, Just Drive",indie rock,3,1.0,154.54608,-0.9578186,-0.19109917
Snow Patrol - Just Say Yes,indie rock,3,1.0,158.80084,0.71262527,2.2645621
Snow Patrol - Shut Your Eyes,indie rock,3,1.0,165.22769,0.22831911,0.38375264
Snow Patrol - Spitting Games,indie rock,3,1.0,164.19604,-0.7157027,0.44074225
Snow Patrol - Wow,indie rock,3,1.0,166.71193,0.21301591,2.5809135
Snowfear - Standing In The Light,dirty south rap,3,1.0,136.17346,0.15083788,1.0411733
Snowgoons - Been Fighting Devilz,los angeles,0,1.0,150.69675,1.6038655,-0.18152276
Snowgoons - Michael Nobody aka Poetic Death,los angeles,3,1.0,155.15869,2.574137,-0.9151188
Snowgoons - Planetary Takeover,los angeles,3,1.0,158.97061,2.1361022,0.85689884
Snowgoons - Platoon Goons,los angeles,3,0.9950531,154.71213,1.6503264,-0.19947186
Snowgoons - Real World,los angeles,3,1.0,156.38403,3.5748234,-0.7809275
Snowgoons - Starlight,los angeles,3,1.0,165.14996,0.97826886,0.92693174
SNOWPATROL - We Wish You a Merry Christmas (Dance Version),indie rock,0,0.99782044,130.31038,1.8494495,2.6893353
Soda Stereo - Entre Caníbales (Remasterizado 2007),rock,3,1.0,159.1802,0.6958241,1.0281371
Soda Stereo - Persiana Americana (En Vivo),rock,3,1.0,153.65892,-3.1358685,1.1493881
Soda Stereo - Te Hacen Falta Vitaminas (Remasterizado 2007),rock,3,1.0,161.28677,1.7147247,0.59713423
Soda Stereo - Terapia De Amor Intensiva (MTV Unplugged),rock,3,1.0,160.27403,0.28770584,-0.021832904
Sofi Marinova - Studen plamak,pop folk,3,1.0,161.2667,1.7608575,1.2128315
Sofia Karlsson - Andra sidan,chanson,4,1.0,137.64088,-1.4322188,-1.5189623
Sofia Karlsson - Blåsut,chanson,4,1.0,144.06142,-0.5103821,-0.20911437
Sofia Karlsson - I denna ljuva sommartid,chanson,4,1.0,118.605286,-2.0196276,-1.4042985
Soilent Green - Daydreaming the Color of Blood,sludge metal,3,1.0,166.40384,-0.4193215,2.6589787
Soilent Green - Pretty Smiles & Shattered Teeth,sludge metal,3,1.0,164.6301,0.367578,2.8995173
Soilwork - As the Sleeper Awakes,death metal,3,1.0,171.05331,0.18295585,2.4499257
SOJA - Be Aware,roots reggae,0,0.99998474,143.11269,2.693637,-1.0635206
SOJA - Watch Them,roots reggae,0,0.9961926,147.46375,2.9474049,-0.9750468
SOL - Puedes ser feliz,funeral doom,3,1.0,160.1933,-1.7952815,-0.13903657
Solas - Bonnie Mae,irish folk,3,1.0,163.72987,-0.7509506,-0.6026648
Solas - Clothes Of Sand,irish folk,3,1.0,166.29512,-1.3434521,-0.7799919
Solas - Lament for Frankie,irish folk,3,1.0,124.13516,-4.5044794,-1.6421016
Solistiyhtye Suomi - Rumpu lyö,german pop,3,1.0,162.7388,1.0929613,0.019637682
Solistiyhtye Suomi - Teräslintu,german pop,3,1.0,165.08984,-0.37643275,0.06609863
Solistiyhtye Suomi - Yksinäisin,german pop,3,1.0,164.19702,0.65132546,-0.30410045
Solitaire - I Still Want Your Love (Extended Mix),deep house,3,1.0,161.1518,1.6391673,-0.19839491
"Solomon - Concerto In A Minor, Op 54_ First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto",hip pop,3,1.0,156.8935,-4.9694066,-0.50494087
Sonic Subjunkies - Backlash (Live),jungle music,3,1.0,148.36261,0.39777508,1.2853954
Sonic Subjunkies - Djungelstadt,jungle music,3,1.0,151.01056,0.57028645,1.7710317
Sonic Subjunkies - Turntable Terrorist,jungle music,3,1.0,146.685,-0.105091825,2.0941944
Sonny James - I'll Never Find Another You,country blues,3,1.0,163.68437,-1.511068,-0.020860879
