"msd_track_id","filename","audio_basename","deezer_artist","deezer_title","genre","primary_genre","genre_count"
"TRBFWWX128F933936C","","","","","western swing, garage rock, pop punk, new wave, indie rock","western swing","5"
"TRBFWZM128F4223E44","","","","","western swing, classic country, bluegrass, country, country music","western swing","5"
"TRBFXOQ128F426A061","","","","","gangster rap, hip hop, rap, hardcore rap, west coast rap","gangster rap","5"
"TRBFXVN128E078CF62","","","","","blues-rock, jam band, psychedelic trance, hard rock, goa","blues-rock","5"
"TRBFYFA128F14A0E53","","","","","trance, hard trance, hard house, europop, progressive house","trance","5"
"TRBFYJE128F14A8ABF","","","","","roots reggae, reggae, england, dancehall, lovers rock","roots reggae","5"
"TRBFYPB128F9340C24","","","","","experimental pop, jazz, eurovision, pop, rock","experimental pop","5"
"TRBFYPH12903CF00EA","","","","","tribal house, tribal, bongo, remix, funky","tribal house","5"
"TRBFYQM12903CA9186","","","","","honky tonk, country, country music, traditional country, bluegrass","honky tonk","5"
"TRBFYZQ128F932CC82","","","","","death core, technical death metal, brutal death metal, metalcore, thrash metal","death core","5"
"TRBFZPR128F145EAB9","","","","","cantonese pop, chinese music, soundtrack, female vocalist, pop","cantonese pop","5"
"TRBFZTR12903D0255C","","","","","suomi rock, humppa, hardcore punk, finish, punk","suomi rock","5"
"TRBGACK12903CD5CF5","","","","","europop, eurodance, electropop, brutal death metal, pop rock","europop","5"
"TRBGADY128F148435D","","","","","psychobilly, female vocals","psychobilly","2"
"TRBGAVN128F424142C","","","","","brill building pop, folk rock, folk-pop, vocal jazz, easy listening","brill building pop","5"
"TRBGAXJ12903CB10B1","","","","","orchestra, space age pop, easy listening, jazz, oldies","orchestra","5"
"TRBGBBC128F4281E56","","","","","happy hardcore, gabba, glam rock, electro, glitch","happy hardcore","5"
"TRBGBDZ12903CA0B18","","","","","rumba, los angeles, jazz, minimal, fusion","rumba","5"
"TRBGBEE12903CBD301","","","","","hip hop, rap, trip hop, breakbeat, downtempo","hip hop","5"
"TRBGBGH128F14A23E5","","","","","big beat, breakbeat, trip hop, electro, downtempo","big beat","5"
"TRBGBIZ12903CB26BA","","","","","heavy metal, hard rock, blues-rock, gangster rap, happy hardcore","heavy metal","5"
"TRBGBLG128F9333AA0","","","","","hardstyle, trance, techno, downtempo, gabba","hardstyle","5"
"TRBGBLR128F4298AA9","","","","","gospel, soul jazz, jazz, black gospel, soul","gospel","5"
"TRBGBSQ128F93673BD","","","","","ghetto tech, punk","ghetto tech","2"
"TRBGBWK128F4292BDC","","","","","chamber jazz, chill-out, easy listening, celtic, guitar","chamber jazz","5"
"TRBGCJQ128F1453CB3","","","","","flamenco, neoclassical, hardcore hip hop, cabaret, orchestra","flamenco","5"
"TRBGCSM12903C9D9CD","","","","","alternative metal, rap metal, hard rock, reggae, heavy metal","alternative metal","5"
"TRBGCWM12903CF5BF7","","","","","experimental rock, grindcore, hardcore punk, progressive metal, heavy metal","experimental rock","5"
"TRBGDES128F4246FB0","","","","","no wave, rock, punk, deathrock, noise","no wave","5"
"TRBGDLJ128F428C6AA","","","","","post-hardcore, screamo, emo, rock, hardcore","post-hardcore","5"
"TRBGDYF128F4233ED0","","","","","greek","greek","1"
"TRBGEAZ12903CE8885","","","","","ghetto tech, breakbeat, electro, techno, electronic","ghetto tech","5"
"TRBGEGX128EF344507","","","","","ccm, southern gospel, christian music, close harmony, united states","ccm","5"
"TRBGEHK12903CEEFC0","","","","","rock, pop, acoustic, ballad, blues","rock","5"
"TRBGELF128E07915B8","","","","","pop rap, hip hop, east coast rap, hip pop, gangster rap","pop rap","5"
"TRBGELM128F424EDA2","","","","","country rock, rockabilly, ballad, country blues, honky tonk","country rock","5"
"TRBGERR12903CB8EE9","","","","","dark wave, gothic rock, electro, gothic, deathrock","dark wave","5"
"TRBGEZA128F4286D23","","","","","black metal, death metal, heavy metal, extreme metal, blackened death metal","black metal","5"
"TRBGEZL12903CCC7E2","","","","","blues-rock, jazz, easy listening, blues, ragtime","blues-rock","5"
"TRBGFAX128F4291A66","","","","","free jazz, improvisational, jazz, united states, los angeles","free jazz","5"
"TRBGFJP12903CED260","","","","","tango, musette, chill-out, jazz, british pop","tango","5"
"TRBGFKJ12903CC575F","","","","","melbourne, london","melbourne","2"
"TRBGFNK128F1495B8B","","","","","space age pop, samba, exotica, soundtrack, easy listening","space age pop","5"
"TRBGGFE128E0785AC0","","","","","grunge, punk, rock, california, street punk","grunge","5"
"TRBGGLA128F149C2EB","","","","","uk garage, hip hop, gangster rap, california, rap","uk garage","5"
"TRBGGRU12903CAAA2D","","","","","country rock, western swing, gypsy jazz, singer-songwriter, swing","country rock","5"
"TRBGGTE128F424ECBC","","","","","ccm, r&b, christian rock, gospel, contemporary christian","ccm","5"
"TRBGHHB128F1487CD2","","","","","new romantic, dance rock, italian disco, new wave, electronic","new romantic","5"
"TRBGHKQ128F4264A88","","","","","latin jazz, salsa, tex mex, mambo, charanga","latin jazz","5"
"TRBGHZA128F9340CE7","","","","","freakbeat, british invasion, los angeles, garage rock, psychedelic rock","freakbeat","5"
"TRBGIAQ128F1483BFE","","","","","dance pop, hip hop, rock, urban, pop","dance pop","5"
"TRBGIKK128EF35DF32","","","","","chill-out, meditation, organic ambient, space music, neoclassical","chill-out","5"
"TRBGITG128F422F3FB","","","","","death core, melodic metalcore, deathgrind, extreme metal, hardcore punk","death core","5"
"TRBGJDX12903CEC5C5","","","","","hip hop, rap, downtempo, techno, electronic","hip hop","5"
"TRBGJGI128F427CA73","","","","","pop folk, modern laika, greek","pop folk","3"
"TRBGJTK128F93417F6","","","","","samba, bossa nova, smooth jazz, jazz, latin","samba","5"
"TRBGKJP128F9342D57","","","","","latin jazz, boogaloo, easy listening, jazz funk, blues-rock","latin jazz","5"
"TRBGKLU128F14901F6","","","","","irish, comedy, funny, parody, stand-up comedy","irish","5"
"TRBGKTM128F9315B5E","","","","","progressive house, hip hop, tech house, pop rap, rap","progressive house","5"
"TRBGLBW12903D03B68","","","","","freestyle, electronic, italian disco, chill-out, rock","freestyle","5"
"TRBGLCC128F427FE7D","","","","","pop rock, disco, new wave, europop, neue deutsche welle","pop rock","5"
"TRBGLFD12903CD3D43","","","","","rap metal, post-grunge, alternative metal, grunge, heavy metal","rap metal","5"
"TRBGLNE12903CEFC0E","","","","","soukous, afrobeat, rumba, highlife, zouk","soukous","5"
"TRBGLQN128F92E2637","","","","","blues-rock, chicago blues, harmonica blues, electric blues, blues","blues-rock","5"
"TRBGMIX128F9303ED6","","","","","ccm, jazz fusion, electronic, singer-songwriter, jazz","ccm","5"
"TRBGMOG128F92D75BD","","","","","post-hardcore, screamo, emo, rock, hardcore","post-hardcore","5"
"TRBGNBC128F423DCD8","","","","","brazilian jazz, hard bop, jazz, slide, blues","brazilian jazz","5"
"TRBGNGY128F14738B8","","","","","country rock, western swing, southern rock, roots rock, rockabilly","country rock","5"
"TRBGNPF128F930AB9B","","","","","post-grunge, grunge, rock 'n roll, alternative rock, pop rock","post-grunge","5"
"TRBGNUV128F426D20F","","","","","gangster rap, dirty south rap, hip hop, rap, southern rap","gangster rap","5"
"TRBGNVA128F92F6C7A","","","","","qawwali, meditation, world music, world fusion, ethnic","qawwali","5"
"TRBGOOR12903CC5261","","","","","ballad, soft rock, pop rock, disco, blue-eyed soul","ballad","5"
"TRBGOQJ128F4263E27","","","","","roots rock, blue-eyed soul, blues-rock, blues, funk","roots rock","5"
"TRBGPSV12903CA9C25","","","","","dancehall, reggae, roots reggae, breakbeat, techno","dancehall","5"
"TRBGPXH128F428C912","","","","","blues, female vocalist, canadian, guitar, berlin","blues","5"
"TRBGPYK128F42796E1","","","","","chanson, french, chanson francaise, acoustic","chanson","4"
"TRBGQAB128E07877E4","","","","","rap rock, funk metal, funk rock, heavy metal, funk","rap rock","5"
"TRBGQAO128EF35A1AD","","","","","pop rock, pop, rock, adult contemporary, classical","pop rock","5"
"TRBGQGL128F92D5186","","","","","los angeles, cabaret, chanson francaise","los angeles","3"
"TRBGQTD128F42658D8","","","","","hip hop, beat, underground rap, emo, rap","hip hop","5"
"TRBGRAN128F9339A1B","","","","","chamber pop, ballad, noise pop, deep house, electro","chamber pop","5"
"TRBGRIM128F424E1D3","","","","","bel canto, symphony, opera, classical, vocal","bel canto","5"
"TRBGRIP128F147FCA6","","","","","soft rock, pop rock, ballad, easy listening, classic rock","soft rock","5"
"TRBGRNH12903CF9685","","","","","hard rock, soft rock, neo classical metal, heavy metal, power metal","hard rock","5"
"TRBGSGY128F149BE49","","","","","comedy, stand-up comedy, humorous, spoken word, funny","comedy","5"
"TRBGSIG12903CA502C","","","","","jungle music, freakbeat, psychedelic rock, psychedelic pop, thrash core","jungle music","5"
"TRBGSTS12903CD3528","","","","","irish folk, folk rock, downtempo, rock, irish","irish folk","5"
"TRBGTAB12903CF8B83","","","","","boogaloo, jazz funk, salsa, latin jazz, soul jazz","boogaloo","5"
"TRBGTCB128F42548C2","","","","","hip pop, alternative hip hop, downtempo, progressive house, reggae","hip pop","5"
"TRBGUII12903CBF930","","","","","reggaeton, pop folk, jazz, trance, jazz vocal","reggaeton","5"
"TRBGULP128F422F290","","","","","post-hardcore, screamo, emo, hardcore, punk revival","post-hardcore","5"
"TRBGUPV128F427BCBA","","","","","flamenco, gaita, future jazz, celtic, symphonic metal","flamenco","5"
"TRBGUTI128E07872F0","","","","","gangster rap, hip hop, rap, r&b, east coast rap","gangster rap","5"
"TRBGUUF128F9334B97","","","","","boogaloo, salsa, doo-wop, rock 'n roll, latin jazz","boogaloo","5"
"TRBGVDI128F1495B59","","","","","disco house, southern soul, disco, urban, soul","disco house","5"
"TRBGWEJ128F1460BEF","","","","","cantonese pop, chinese music, easy listening, male vocalist, chinese","cantonese pop","5"
"TRBGWJB128F4275C7B","","","","","hip hop, easy listening, reggae, jungle music, breakbeat","hip hop","5"
"TRBGWRL128F9301CB9","","","","","ccm, new jack swing, disco, urban, downtempo","ccm","5"
"TRBGWRN128F92F1E46","","","","","chanson, pop rock, downtempo, trip hop, new wave","chanson","5"
"TRBGWSQ12903CBAD4D","","","","","dance-punk, new wave, emo, electro, punk","dance-punk","5"
"TRBGWYD128F932F422","","","","","grunge, progressive metal, new wave, progressive rock, hip hop","grunge","5"
"TRBGXBG128F4258B52","","","","","ccm, christian rock, religious music, piano rock, rock","ccm","5"
"TRBGXBT128EF34EB68","","","","","modern rock, comedy rock, rock, new wave, hip hop","modern rock","5"
"TRBGXCK12903CEFAE3","","","","","meditation, future jazz, electronic, ambient, free jazz","meditation","5"
"TRBGXHJ128F93302C7","","","","","ccm, christian rock, power pop, gospel, soft rock","ccm","5"
"TRBGXHN12903CF4736","","","","","hard rock, doo-wop, brill building pop, oldies, garage rock","hard rock","5"
"TRBGXZY12903CB6A2E","","","","","nu jazz, electronica, ambient, new age, electronic","nu jazz","5"
"TRBGYFN128F42BC746","","","","","ccm, symphony, urban, california, black gospel","ccm","5"
"TRBGYGQ128F428B0B0","","","","","irish, comedy, funny, parody, stand-up comedy","irish","5"
"TRBGYQN128F42BAA17","","","","","bass music, hip hop, gangster rap, rap, electronic","bass music","5"
"TRBGYSS128F1487760","","","","","samba, brazilian pop music, salsa, bossa nova, chill-out","samba","5"
"TRBGYTF128F422F519","","","","","salsa, cumbia, latin jazz, mambo, charanga","salsa","5"
"TRBGZBM128F14928A3","","","","","soul jazz, jazz funk, instrumental rock, chicago soul, jazz","soul jazz","5"
"TRBGZLM128F4221E63","","","","","ska punk, ska, punk, metal, punk pop","ska punk","5"
"TRBGZRZ128F42668B2","","","","","grunge, stoner metal, doom metal, drone doom metal, experimental rock","grunge","5"
"TRBGZYP128F4222C37","","","","","alternative metal, nu metal, heavy metal, post-grunge, folk metal","alternative metal","5"
"TRBHAAK128F92E27BF","","","","","hip hop, reggae, rap, urban, east coast rap","hip hop","5"
"TRBHADL128F931E5F1","","","","","downtempo, bhangra, desi, trip hop, hip hop","downtempo","5"
"TRBHAOY128F92E6E29","","","","","memphis blues, blues, country blues, jug band, bebop","memphis blues","5"
"TRBHAUR128F147481A","","","","","post-hardcore, alternative metal, metalcore, heavy metal, death metal","post-hardcore","5"
"TRBHBJS128F14A4E42","","","","","chamber jazz, art rock, electronic, downtempo, flamenco","chamber jazz","5"
"TRBHCAV128F428C58A","","","","","patriotic, americana, military, united states, american","patriotic","5"
"TRBHCVQ12903CF8E90","","","","","hard rock, soft rock, neo classical metal, heavy metal, power metal","hard rock","5"
"TRBHDJS128F42603F9","","","","","symphonic rock, opera, bel canto, pop rock, female vocalist","symphonic rock","5"
"TRBHDRQ128F933CAB3","","","","","spanish","spanish","1"
"TRBHDSW128F42ABC12","","","","","progressive rock, electronica, experimental, classical, new age","progressive rock","5"
"TRBHDYA128F4280E77","","","","","patriotic, up beat, classic, beautiful, united states","patriotic","5"
"TRBHEJE12903CBEE90","","","","","visual kei, chinese music, arabesque, eurobeat, hard trance","visual kei","5"
"TRBHEQT12903CA76CD","","","","","soul jazz, tejano, detroit techno, tex mex, oldies","soul jazz","5"
"TRBHESQ128F931BF15","","","","","post-grunge, stoner metal, christian rock, emo, pop punk","post-grunge","5"
"TRBHEYH12903CB0887","","","","","new romantic, rock, psychedelic, singer-songwriter, progressive rock","new romantic","5"
"TRBHEZF128F932BD68","","","","","death core, hardstyle, bossa nova, speed metal, brutal death metal","death core","5"
"TRBHFDA128F4270728","","","","","country, country music, traditional country, countrypolitan, rockabilly","country","5"
"TRBHFFG128F9330743","","","","","dark ambient, united states, melancholia","dark ambient","3"
"TRBHFQE128F932CD48","","","","","nu metal, rapcore, metal, rock, punk","nu metal","5"
"TRBHFTL128F933AF4E","","","","","progressive house, club, electronica, england, london","progressive house","5"
"TRBHFZP12903CE88C3","","","","","ghetto tech, breakbeat, electro, techno, electronic","ghetto tech","5"
"TRBHGBU12903CAA37F","","","","","soundtrack, german pop, chanson, easy listening, film music","soundtrack","5"
"TRBHGTD12903CF47E5","","","","","brazilian pop music, tropical, bossa nova, samba, brazilian jazz","brazilian pop music","5"
"TRBHGWF128F92C8358","","","","","rock, classical, los angeles, soundtrack, game","rock","5"
"TRBHHDU128F92FD6B5","","","","","blues-rock, southern rock, hard rock, country rock, r&b","blues-rock","5"
"TRBHHHC128F428428E","","","","","hip pop, alternative hip hop, downtempo, progressive house, reggae","hip pop","5"
"TRBHHRC128F427F353","","","","","heavy metal, gabba, punk, speedcore, hardcore punk","heavy metal","5"
"TRBHHRZ128F425C477","","","","","chanson, pop rock, europop, pop, ballad","chanson","5"
"TRBHHUF12903CAA46B","","","","","rock, singer-songwriter, folk, soundtrack, modern rock","rock","5"
"TRBHIRB128F1452ACC","","","","","rap metal, post-grunge, alternative metal, grunge, heavy metal","rap metal","5"
"TRBHIVF128E078DB92","","","","","ska punk, pop punk, ska, punk, rock","ska punk","5"
"TRBHJJH128F9327C91","","","","","tech house, progressive house, tribal house, electro, disco","tech house","5"
"TRBHJTF12903CF6774","","","","","indietronica, electronica, ambient, indie","indietronica","4"
"TRBHJUJ128F92EBE24","","","","","classic rock, rock, psychedelic, england, album rock","classic rock","5"
"TRBHJXG12903D15879","","","","","brazilian jazz, bossa nova, tropical, latin jazz, samba","brazilian jazz","5"
"TRBHJZO128F4215FC5","","","","","hip hop, funk, alternative, underground rap, alternative rap","hip hop","5"
"TRBHJZX128F1495DAE","","","","","instrumental rock, southern soul, soul jazz, east coast blues, jazz funk","instrumental rock","5"
"TRBHKAN128F42639DE","","","","","experimental rock, dance-punk, noise rock, indie rock, rock","experimental rock","5"
"TRBHKKB128F427CD98","","","","","country gospel, close harmony, country, singer-songwriter, united states","country gospel","5"
"TRBHKLV12903CB3CA7","","","","","gaita, los angeles, latin, venezuela, singer","gaita","5"
"TRBHKLV12903CEA0A0","","","","","dubstep, grime, dub, electronic, rap","dubstep","5"
"TRBHKRZ128F932D08F","","","","","soundtrack, easy listening, electronic, ambient, abstract","soundtrack","5"
"TRBHKSA128F92FDBEA","","","","","western swing, classic country, honky tonk, rockabilly, country","western swing","5"
"TRBHKUE128F429215D","","","","","blues-rock, heavy metal, hard rock, classic rock, psychedelic rock","blues-rock","5"
"TRBHKVE12903CAAEB4","","","","","requiem, beautiful, mozart","requiem","3"
"TRBHLDJ12903CDFB0E","","","","","future jazz, brazilian jazz, samba, batucada, broken beat","future jazz","5"
"TRBHLGE128F42A64E5","","","","","hip hop, rap, underground hip hop, underground rap, east coast rap","hip hop","5"
"TRBHLIH128F1473B78","","","","","jazz funk, chicago soul, disco, funk, soul jazz","jazz funk","5"
"TRBHLIH128F92FE649","","","","","hip house, pop rap, italian disco, europop, happy hardcore","hip house","5"
"TRBHLUB128F423E9BD","","","","","latin jazz, jazz funk, salsa, jazz, garage rock","latin jazz","5"
"TRBHLUF128F428E1F8","","","","","ragtime, blues, country blues, piedmont blues, oldies","ragtime","5"
"TRBHLXQ128E07856AC","","","","","heavy metal, hard rock, rock, album rock, soundtrack","heavy metal","5"
"TRBHLYC128F92F31BB","","","","","latin jazz, chamber jazz, soul jazz, jazz funk, jazz fusion","latin jazz","5"
"TRBHMFA128F148DC24","","","","","easy listening, parody, ballad, chanson, blues","easy listening","5"
"TRBHMHM12903CD9C85","","","","","chanson, jazz funk, soul jazz, flamenco, speed garage","chanson","5"
"TRBHMMC128F424991B","","","","","salsa, merengue, reggaeton, bachata, mambo","salsa","5"
"TRBHMSR128F4278EBB","","","","","cantonese pop, chinese music, soundtrack, female vocalist, pop","cantonese pop","5"
"TRBHMVE128F931A430","","","","","blues-rock, piano blues, country rock, chicago blues, electric blues","blues-rock","5"
"TRBHNCW128F9334F3D","","","","","modern rock, easy listening, pop rock, soft rock, adult contemporary","modern rock","5"
"TRBHNSS128F4228E6E","","","","","dancehall, reggae, hip hop, jamaica, raga","dancehall","5"
"TRBHNUD128EF35D3D2","","","","","avantgarde metal, progressive metal, symphonic metal, melodic black metal, gothic metal","avantgarde metal","5"
"TRBHNVI128F92F0EC7","","","","","ccm, pop rock, united states, hip hop, female vocalist","ccm","5"
"TRBHOMC128F427AEC5","","","","","cumbia, latin jazz, easy listening, brutal death metal, classical","cumbia","5"
"TRBHORD128F423DEF9","","","","","grunge, stoner metal, doom metal, drone doom metal, experimental rock","grunge","5"
"TRBHOTH128F149A01B","","","","","samba, latin jazz, bossa nova, smooth jazz, jazz","samba","5"
"TRBHOYO12903C9C917","","","","","dance pop, rock, pop, 80s pop, adult contemporary","dance pop","5"
"TRBHPJL128F9305DCA","","","","","jug band, massachusetts, parody, jazz, blues","jug band","5"
"TRBHPVP128E0785A51","","","","","industrial metal, nu metal, rock, industrial, metal","industrial metal","5"
"TRBHQGW128F42334DB","","","","","hip hop, rap, hardcore rap, east coast rap, alternative rap","hip hop","5"
"TRBHQXZ128F42408ED","","","","","post-grunge, alternative metal, nu metal, hard rock, rock","post-grunge","5"
"TRBHRKE12903CFC929","","","","","breakbeat, dance, electronic, florida, party music","breakbeat","5"
"TRBHRKO128F42479B1","","","","","cabaret, indie pop, brill building pop, rock, power pop","cabaret","5"
"TRBHRNN128F92DFCE7","","","","","indietronica, electropop, post rock, electro, singer-songwriter","indietronica","5"
"TRBHSJB128F42689BA","","","","","ccm, christian rock, religious music, christian music, easy listening","ccm","5"
"TRBHSJU12903CE888A","","","","","electro, ghetto tech, freestyle, bass music, italian disco","electro","5"
"TRBHSRB128F429F827","","","","","pop rap, hip hop, rap, pop, rock","pop rap","5"
"TRBHSVR128F9324499","","","","","bossa nova, vocal jazz, latin jazz, easy listening, jazz","bossa nova","5"
"TRBHSWH12903D07A35","","","","","electronic, electronica, pop, germany, electronic music","electronic","5"
"TRBHSYZ12903CCDE42","","","","","hip hop, neo soul, pop folk, chalga, power violence","hip hop","5"
"TRBHTJJ128F4271122","","","","","flamenco, rumba, latin, electronic, folk","flamenco","5"
"TRBHTKF128F92CC5D2","","","","","ska punk, ska, rock, punk, alternative","ska punk","5"
"TRBHTOO128F4265DFC","","","","","greek","greek","1"
"TRBHTRS128F92F4EDA","","","","","roots rock, blue-eyed soul, blues-rock, blues, funk","roots rock","5"
"TRBHTSP128F9307CC3","","","","","reggaeton, dancehall, reggae, calypso, techno","reggaeton","5"
"TRBHUPU128F4230F81","","","","","horror punk, glam metal, nu metal, shock rock, heavy metal","horror punk","5"
"TRBHUUZ128F425C46F","","","","","chanson, pop rock, europop, pop, ballad","chanson","5"
"TRBHUZJ128F930C29C","","","","","dancehall, lovers rock, reggae, roots reggae, uk garage","dancehall","5"
"TRBHVJH12903CE8978","","","","","ghetto tech","ghetto tech","1"
"TRBHVRD128F93232B7","","","","","hip hop, neo soul, pop folk, chalga, power violence","hip hop","5"
"TRBHVSG128F934CF32","","","","","mambo, bolero, charanga, salsa, world fusion","mambo","5"
"TRBHWIB128F932E5C1","","","","","chanson, german pop, cabaret, ballad, smooth jazz","chanson","5"
"TRBHWOM128F9322A72","","","","","blues-rock, video game music, heavy metal, grindcore, hard rock","blues-rock","5"
"TRBHWUC128E0784FF1","","","","","easy listening, adult contemporary, meditation, chill-out, contemporary instrumental","easy listening","5"
"TRBHXRQ128F42A713F","","","","","big beat, trip hop, breakbeat, dub, progressive house","big beat","5"
"TRBHXSQ12903D0967F","","","","","glam rock, glam metal, hard rock, heavy metal, rock","glam rock","5"
"TRBHXWT128F42931A9","","","","","chill-out, beat, soundtrack, video game music, gothic metal","chill-out","5"
"TRBHYAU128F9334703","","","","","groove metal, alternative metal, nu metal, metalcore, heavy metal","groove metal","5"
"TRBHYQH12903CF770E","","","","","folk, big beat, klezmer, soul jazz, latin jazz","folk","5"
"TRBHYWQ128F4231A3E","","","","","post-grunge, power pop, pop punk, pop rock, melodic hardcore","post-grunge","5"
"TRBHYYH128F42390AC","","","","","ccm, christian rock, singer-songwriter, gospel, adult contemporary","ccm","5"
"TRBHZFS128F93004F3","","","","","chamber jazz, meditation, chill-out, jazz, smooth jazz","chamber jazz","5"
"TRBHZLI128F931CEF3","","","","","chinese music, cantonese pop, ballad, nu jazz, downtempo","chinese music","5"
"TRBHZRN128F92EFF91","","","","","comedy, grindcore, germany, german, stand-up comedy","comedy","5"
"TRBIAHA128F42A4C9B","","","","","dance rock, alternative dance, experimental rock, noise rock, madchester","dance rock","5"
"TRBIAKX128EF35D3BA","","","","","avantgarde metal, progressive metal, symphonic metal, melodic black metal, gothic metal","avantgarde metal","5"
"TRBIBOJ128F14618D4","","","","","turnablism, hip hop, los angeles, alternative hip hop, chill-out","turnablism","5"
"TRBIBSN128F92FBA64","","","","","bhangra, desi, world music, world, indian","bhangra","5"
"TRBIBVM128F4262E9D","","","","","screamo, post-hardcore, heavy metal, rock, metal","screamo","5"
"TRBICPL128F9303BB0","","","","","latin jazz, hard trance, free jazz, jazz, jazz funk","latin jazz","5"
"TRBIDFH128F1464397","","","","","instrumental pop, easy listening, jazz, pop, latin","instrumental pop","5"
"TRBIDKS128F92CA8AD","","","","","los angeles, cabaret, chanson francaise","los angeles","3"
"TRBIDRG128F92FC6E5","","","","","flamenco, gaita, future jazz, celtic, symphonic metal","flamenco","5"
"TRBIDYF128F42680C4","","","","","exotica, ballad, soft rock, easy listening, orchestra","exotica","5"
"TRBIEJU12903CE6489","","","","","instrumental pop, electronic, ambient, modern rock, symphonic rock","instrumental pop","5"
"TRBIEOB128F9345157","","","","","reggaeton, latin pop, female vocalist, latin, spanish","reggaeton","5"
"TRBIEUG128F9318813","","","","","modern rock, dance rock, pop rock, alternative rock, rock","modern rock","5"
"TRBIEUL128F4268D07","","","","","turnablism, hip hop, beat, underground rap, rapcore","turnablism","5"
"TRBIEVL128F9352A51","","","","","guitar, fusion, germany, singer","guitar","4"
"TRBIEZY128F426C432","","","","","hard trance, trance, progressive trance, hip hop, electronic","hard trance","5"
"TRBIFAU128F9328EC4","","","","","folk-pop, jazz fusion, country rock, progressive bluegrass, folk rock","folk-pop","5"
"TRBIFGL12903D0C8BE","","","","","hard house, hard trance, hardstyle, happy hardcore, breakbeat","hard house","5"
"TRBIFWB128F1460D8C","","","","","heavy metal, hard rock, hair metal, glam metal, pop metal","heavy metal","5"
"TRBIGFQ128F933EBEE","","","","","piano blues, chicago blues, blues-rock, blues, electric blues","piano blues","5"
"TRBIGXB12903CBFE1F","","","","","glam metal, southern rock, heavy metal, hard rock, classic rock","glam metal","5"
"TRBIHHY128F9306343","","","","","blues, melbourne","blues","2"
"TRBIHKE128F9309555","","","","","punk, italy, british punk rock, soundtrack, progressive rock","punk","5"
"TRBIHKT128F4290554","","","","","dance pop, rock, urban, adult contemporary, club","dance pop","5"
"TRBIHQM128F92F83BA","","","","","shoegaze, lullaby, electronica, electronic music, ambient","shoegaze","5"
"TRBIISJ128F14AE61C","","","","","ccm, southern gospel, christian rock, folk-pop, deep house","ccm","5"
"TRBIIUC128F931B59E","","","","","dubstep, dub, electronica, experimental, neurofunk","dubstep","5"
"TRBIJIP128F9334953","","","","","irish, comedy, funny, parody, stand-up comedy","irish","5"
"TRBIJLT12903CE7070","","","","","texas blues, country blues, delta blues, blues, blues-rock","texas blues","5"
"TRBGXHS128F426B568","-M- - Je suis une cigarette.mp3","-M- - Je suis une cigarette","-M-","Je suis une cigarette","hard trance, happy hardcore, trance, techno, progressive trance","hard trance","5"
"TRBFGDX128F1452E74","-M- - Le Bug (Live 2005).mp3","-M- - Le Bug (Live 2005)","-M-","Le Bug (Live 2005)","hard trance, happy hardcore, trance, techno, progressive trance","hard trance","5"
"TRBCGXG128F9322DBB","2 Minutos - 14 Botellas.mp3","2 Minutos - 14 Botellas","2 Minutos","14 Botellas","skate punk, straight edge, pop punk, ska punk, oi","skate punk","5"
"TRBBNIV12903CD4755","20_20 - I Never Did No Hitler.mp3","20_20 - I Never Did No Hitler","20/20","I Never Did No Hitler","power pop, pop rock, new wave, rock, hip hop","power pop","5"
"TRAASDM12903CD474E","20_20 - It Goes On.mp3","20_20 - It Goes On","20/20","It Goes On","power pop, pop rock, new wave, rock, hip hop","power pop","5"
"TRBGWVI128E0788AE7","22-20s - Hold On.mp3","22-20s - Hold On","22-20s","Hold On","blues-rock, rock 'n roll, british invasion, garage rock, rockabilly","blues-rock","5"
"TRBFOLO12903CB2676","2XL - Kissing Game.mp3","2XL - Kissing Game","2XL","Kissing Game","pop rap, breakbeat, hip hop, rap, pop","pop rap","5"
"TRBDGOX128F428E2B9","2raumwohnung - 36Grad (Paul van Dyk's Vandit Clubmix).mp3","2raumwohnung - 36Grad (Paul van Dyk's Vandit Clubmix)","2raumwohnung","36Grad (Paul van Dyk's Vandit Clubmix)","tech house, indie pop, electro, progressive house, dub","tech house","5"
"TRBCJIX128F424F99E","2raumwohnung - Mädchen mit Plan.mp3","2raumwohnung - Mädchen mit Plan","2raumwohnung","Mädchen mit Plan","tech house, indie pop, electro, progressive house, dub","tech house","5"
"TRBHKKK128F427E9FF","3 Doors Down - Better Life.mp3","3 Doors Down - Better Life","3 Doors Down","Better Life","post-grunge, alternative metal, heavy metal, rock, alternative","post-grunge","5"
"TRBDWDQ128F1455787","3 Doors Down - Here Without You.mp3","3 Doors Down - Here Without You","3 Doors Down","Here Without You","post-grunge, alternative metal, heavy metal, rock, alternative","post-grunge","5"
"TRBFANX128F42934C3","3 Of Hearts - Is It Love.mp3","3 Of Hearts - Is It Love","3 Of Hearts","Is It Love","electro, electronic, country, house, pop","electro","5"
"TRBCQLB128F9332CF4","32 Leaves - Way Beyond.mp3","32 Leaves - Way Beyond","32 Leaves","Way Beyond","modern rock, post-grunge, alternative metal, art rock, post-hardcore","modern rock","5"
"TRBIGGV12903CABC77","4Him - A Strange Way To Save The World.mp3","4Him - A Strange Way To Save The World","4Him","A Strange Way To Save The World","ccm, gospel, contemporary christian, christian rock, hymns","ccm","5"
