track_id,title,artist,genre
TRAYBGC128F92E03EC,Michaelangelo,23rd Turnoff,"freakbeat, psychedelic, 60s, mod, 60s garage"
TRAYBIE128F92ED977,Lost (Actress Remix),Various Production,"grime, dubstep, neofolk, dub, folk rock"
TRAYBNB12903CE2D9D,Mauna Loa (Vocal),Cyril Pahinui,"slack key guitar, ballad, breakbeat, reggae, island music"
TRAYBNV128F92E272B,Angel [Footsteps] (Album Version),Jeff Beck,"blues-rock, hard rock, england, album rock, heavy metal"
TRAYBQF128F9344F59,Hey!,Laidback Luke & Diplo,"tech house, progressive house, electro, techno, hard house"
TRAYBTJ12903CB4C22,Kui rebeneb taevas,Metsatöll,"folk rock, heavy metal, folk metal, rock, viking metal"
TRAYBTO128F932008B,Since You're In Love,Jesse Malin,"urban folk, new weird america, chill-out, country rock, singer-songwriter"
TRAYBVN128F932245C,Pose No Threat,Lunasicc,"gangster rap, hip hop, hardcore rap, gangsta, rap"
TRAYCID128F42437B6,When I Fall In Love,T.G.Sheppard,"country rock, rock, country, country pop, folk"
TRAYCIH128E07890B9,Doubt,The Cure,"new wave, alternative rock, rock, gothic, indie"
TRAYCIT128F92F1A43,Right To Work,Chelsea,"pop rock, oi, visual kei, trip hop, ska punk"
TRAYCJB128F424AB43,Arrete! Arrete! Elle me tue,Francis Dhomont,"illbient, downtempo, electronic, experimental, electro"
TRAYCQD128F4290D81,Amor A Mi,Ray Vega,"latin jazz, hard bop, salsa, mambo, jazz"
TRAYCRC128F932CB4E,Jesus,Gran Coquivacoa,"gaita, los angeles, latin, venezuela, singer"
TRAYCSE12903CD9B68,Demain au menu,Pascal Lejeune,french pop
TRAYCUH128F9303485,Yellow Moon,Recluse,"progressive trance, progressive house, trance, breakcore, broken beat"
TRAYCVB128F92EB7B0,Declaration (This Is It!),Kirk Franklin,"gospel, rock, religious music, urban, soul"
TRAYDGA128F427D05F,Less Is More,Roni Size,"jungle music, uk garage, trip hop, breakbeat, chill-out"
TRAYDGF128F932F43D,Silent Night,Old Soul,"speed garage, uk garage, classic rock, indie pop, indie rock"
TRAYDIG12903CEF277,First You Cry,Lil' Band O' Gold,"zydeco, swamp rock, swamp pop, swamp blues, los angeles"
TRAYDJL128F145F261,Too Big,Suzi Quatro,"glam rock, soft rock, hard rock, rock, pop"
TRAYDLE128F9306D63,Blackfoot Allstars,Blackfoot,"southern rock, blues-rock, dancehall, reggae, hard rock"
TRAYDSS128F423CE63,All the Way,Gloria,"smooth jazz, pop folk, post-hardcore, screamo, melodic metalcore"
TRAYDTH12903CDA34B,A Little Louder,DJ Icey,"breakbeat, big beat, nu breaks, trip hop, progressive trance"
TRAYDWI128F429A0B0,She's A Go,Tum Tum / Double T / LiL Ronnie,"dirty south rap, rap, hip hop, hardcore rap, southern rap"
TRAYDXA128F42296C6,Just Between The Two Of Us,Charlie Louvin,"country gospel, close harmony, country, singer-songwriter, united states"
TRAYDXM128F9317358,No You Girls,Franz Ferdinand,"art rock, indie rock, modern rock, dance rock, guitar"
TRAYDYV128F42906E1,Breakin' It,Mindy McCready,"female vocalist, contemporary country, country, country pop, rock"
TRAYDZH128C71967BC,Sucker,New Found Glory,"pop punk, emo, rock, punk, hardcore"
TRAYDZS128F4288459,Seni Unuturum,Ebru Gündes,"arabesque, pop folk, female vocalist, turkish, 00s"
TRAYEGN128F9361233,When She Dances,Joe Bonamassa,"blues-rock, blues, rock, hard rock, jazz"
TRAYEIJ128F42A53E0,I Just Knew,Kellie Coffey,"country, singer-songwriter, female vocalist, united states, modern country"
TRAYEKM128F92FB049,Each & Every Direction,Donna The Buffalo,"zydeco, jam band, bluegrass, folk rock, americana"
TRAYEKY12903D0128D,I Still Remember,John Pagano_ Burt Bacharach,"brill building pop, easy listening, soft rock, jazz, pop rock"
TRAYELV12903CB3BEA,Journey's End,Primordial,"folk metal, black metal, heavy metal, rock, folk"
TRAYEQN128F429AF81,In The Good Old Summertime,Sophie Tucker,"vaudeville, easy listening, cabaret, country blues, gypsy jazz"
TRAYERN12903D0D0C3,Instrumental Traditional,La Divina Pastora,"los angeles, salsa, gaita, jazz, pop"
TRAYESZ128F1458FAE,The Order Of Death,Public Image Ltd,"dance rock, alternative dance, experimental rock, noise rock, madchester"
TRAYEUY128F4233766,Stardust,Henry Mancini,"instrumental pop, lounge, soundtrack, space age pop, orchestra"
TRAYEWY128F92DEC29,Si Je M'En Sors,Julie Zenatti,"chanson, dance pop, pop rock, soft rock, female vocalist"
TRAYFBF128F92C52AB,Almost Grown,Jesse Malin,"urban folk, new weird america, chill-out, country rock, singer-songwriter"
TRAYFDY12903CBFA01,The Ocean (Live Version),Zebra,"heavy metal, hard rock, tech house, tribal house, glam metal"
TRAYFGL128F9349397,Bonnie Kate / Jennie's Chickens (medley),Kevin Burke,"irish folk, celtic, world music, traditional, folk"
TRAYFIV128F429E381,Momento De Amor,Pery Ribeiro,"bossa nova, brazilian pop music, samba, latin, jazz"
TRAYFKN128F148C55A,Intro,Erick Sermon,"hip hop, pop rap, east coast hip hop, italian disco, hard house"
TRAYFMQ128F4265974,Orbit,Megadrums,"world beat, world music, saxophone, world, fusion"
TRAYFNG128F4230976,I'll Be There For You (Alternate Mix),The Chinese,"chinese music, trip hop, electronica, indie, chinese"
TRAYFNV128F421A865,Nobody To Blame,Deborah Coleman,"blues-rock, blues, singer-songwriter, classic rock, female vocalist"
TRAYFPK128E07850DC,Stratus (EP Version),Moments In Grace,"emo, modern rock, space rock, post-hardcore, alternative metal"
TRAYFXH128F92E20F8,Te extraño porque te extraño,Carlos Baute,"cumbia, salsa, merengue, ballad, sweden"
TRAYGBT12903CF5DF0,Mutations,Salt The Wound,"death core, screamo, deathgrind, tech metal, metalcore"
TRAYGEK12903D0F307,Burbullas A Grella,Xose Manuel Budiño,"gaita, celtic, electronic, experimental, folk"
TRAYGHE12903CD213E,What Evil Lurks,The Prodigy,"hardcore techno, rave, hip hop, techno, rap"
TRAYGKQ128F932F520,Sample Track 18,Simon Harris,"hip house, hip hop, breakbeat, pop rap, electronic"
TRAYGLA12903CB6576,FRL. Nicol,Der Plan,"experimental rock, german pop, electro, electronic, soundtrack"
TRAYGNF128F934C350,Percutindo,Djalma Correa,"brazilian jazz, brazilian pop music, concerto, latin, alternative rock"
TRAYGQU128F934B4F5,Fuck You,Norther,"heavy metal, metal, power metal, scandinavian metal, melodic death metal"
TRAYGVP128F425EE25,Eu E A Brisa (2000 Digital Remaster),Maysa,"brazilian pop music, bossa nova, neo soul, samba, chill-out"
TRAYGWA128F421FFD5,Stereophonic Presentation - Process And Passion_ Pt. 4,Roger Reynolds,"serialism, electronic, united states, classical, experimental"
TRAYGYF128F930CA01,Clothes Of Sand,Solas,"irish folk, celtic, celtic rock, celtic fusion, world music"
TRAYGYF12903CBE1D6,Nie Wieder (Toktok RMX),Pyranja,"pop rap, hip hop, europop, ballad, dancehall"
TRAYGYH128F9314B66,Fathom Five,Mira,"shoegaze, dream pop, rock, dark wave, slow core"
TRAYGYY128F92CB1CE,Please Come Back To Me - Live,Albert King,"electric blues, soul blues, blues, blues-rock, chicago blues"
TRAYHDA128F4265CCC,Alexander's Ragtime Band,Ray Conniff;Billy Butterfield,"instrumental pop, orchestra, karaoke, close harmony, mariachi"
TRAYHDU128F42942CA,Freak Break,Lady Saw,"dancehall, reggae, hip hop, uk garage, lovers rock"
TRAYHEC12903CEC366,Banjoreno,Dixieland Jug Blowers,"jug band, bluegrass, blues, jazz, american"
TRAYHQD128F930F4F2,Studio Gangster,5th Ward Boyz,"hip hop, gangster rap, g funk, dirty south rap, gangsta"
TRAYHQX128F427617F,Timeless Spirals,Daniel Kobialka,"celtic, meditation, easy listening, new age, ambient"
TRAYHSH128F92E4A6F,Solemn,Scott Glasgow,"contemporary classical music, composer, film music, soundtrack, original score"
TRAYHSN128F427E065,Oh! Doctor,Luis Alberto Spinetta,"rock 'n roll, funk rock, art rock, psychedelic rock, singer-songwriter"
TRAYHUO128F42222C2,the Cool Down,Soul Ballet,"smooth jazz, chill-out, beat, jazz, downtempo"
TRAYHUS128F9348A7A,I Like,Scheich,"trip hop, electronic, experimental, swiss, switzerland"
TRAYHUT128F421F870,Time Is/Time Was,Brian Keane,"world beat, smooth jazz, world music, country, folk"
TRAYHYA12903D15D6A,Tokyo Freeze,iTAL tEK,"dubstep, electronica, industrial, experimental, techno"
TRAYHZU12903CF0DFC,Praises,Andrae Crouch,"soul jazz, gospel, ccm, california, jazz"
TRAYIAM128F4247417,I Luv Dat Too,D.O.W.N.,"southern rock, grunge, doom metal, metal, rock"
TRAYICL128F1460287,So In Love,Renee Rosnes,"hard bop, jazz funk, smooth jazz, world music, jazz"
TRAYICR128F4282520,Doesn't Get Much Better,Kyle Riabko,"pop rock, roots rock, blues, singer-songwriter, pop"
TRAYIFW12903CA9F1B,Al Final,KALIMBA,"death core, hardstyle, brutal death metal, grindcore, funk"
TRAYIND12903CB7B05,Help Me Make It Through the Night,Charley Pride,"honky tonk, ballad, bluegrass, country rock, classic country"
TRAYITB128F145EF28,The Beat Of My Heart,Eliane Elias,"brazilian jazz, latin jazz, hard bop, jazz funk, vocal jazz"
TRAYIUG12903CC7E3C,Camino,Gipsy Kings,"flamenco, soundtrack, folk, spanish, acoustic"
TRAYIUY128F4289952,Stir The Gift,Deitrick Haddon,"roots reggae, christian rock, r&b, dance, gospel"
TRAYJCD128F42802B4,La Prétention De Rien,Pascal Obispo,"europop, chanson, ballad, pop rock, rock 'n roll"
TRAYJCG12903D081C4,Make My Home Where I Hang My Hat,Johnny Copeland,"texas blues, electric blues, blues-rock, blues, country rock"
TRAYJDF128F426B0DE,Maybe,Janis Joplin,"blues-rock, classic rock, rock, psychedelic, album rock"
TRAYJDF128F428A9C1,Backwater Blues,Sonny Terry / Brownie McGhee,"harmonica blues, country blues, piedmont blues, blues, piano blues"
TRAYJDG128F92F2DA8,Who R Ya,Sick On The Bus,"hardcore punk, punk, rock, hardcore, british"
TRAYJFZ128F424ED48,Without Him (Ryman Gospel Reunion Version),Mylon LeFevre,"ccm, christian rock, country rock, soft rock, exotica"
TRAYJHF128F4294CB8,Smile,K'Naan,"hip hop, folk, underground rap, alternative rap, political rap"
TRAYJLA128F4267A6A,They Have a Name,The Chap,"future jazz, space rock, disco, tech house, symphonic rock"
TRAYJMK128F9300253,Let's Make Love,JC Lodge,"lovers rock, dancehall, reggae, country, producer"
TRAYJOF128F92F9EEA,Cry,Kelly Clarkson,"teen pop, pop, adult contemporary, ballad, disco"
TRAYJOQ128F42AD10C,Wish I Hadn't Called Home,Dale Hawkins,"rockabilly, roots rock, rock 'n roll, doo-wop, soft rock"
TRAYJPA12903CC54B4,I'm Still In Love With You,T-Bone Walker,"texas blues, electric blues, chicago blues, blues, delta blues"
TRAYJXD128F9307BE6,Punkrock Livin',The Products,"oi, rock, punk, hardcore, street punk"
TRAYJXO128F4228ECC,When He Was On The Cross [I Was On His Mind],The Florida Boys,"southern gospel, ccm, close harmony, gospel, 90s"
TRAYKCV128F9341943,I'm Thinking Tonight Of My Blue Eyes,Dolly Parton,"bluegrass, singer-songwriter, female vocalist, country, pop"
TRAYKDG128F4215DD2,Happy Halloween Anniversary,Dr. Elmo,"parody, folk-pop, pop, folk, world"
TRAYKGV12903CAA787,It Ain't No Use,Z.Z. Hill,"soul blues, southern soul, blues, disco, funk"
TRAYKHZ128F145289F,Caviglia,The Mars Volta,"experimental rock, post rock, progressive metal, heavy metal, art rock"
TRAYKKU12903CD21CB,Mad About the Boy,The Radio Dept,"shoegaze, dream pop, indie rock, indie pop, pop"
TRAYKOC128F930D2B8,Cryin',Aerosmith,"blues-rock, heavy metal, hard rock, pop rock, glam rock"
TRAYKRH12903C9D2F5,Los Brillantes Ojos del Angel (sparked Angel Eyes),Todos,"ska punk, ska, banda, los angeles, spanish"
TRAYKTU128F934C82A,Mean Streak,Y&T,"heavy metal, hard rock, speed metal, soft rock, rock 'n roll"
TRAYKVH128F42AC993,Mass Destruction,Faithless,"progressive house, electronica, england, london, club dance"
TRAYKVV12903CC6B9F,Silver Bells,Fontaine Sisters,"europop, blues-rock, country rock, ballad, chanson"
TRAYKZI128F932B9E8,We're Always Losing Blood,Evergreen Terrace,"melodic hardcore, metalcore, hardcore, punk, metal"
TRAYLCC128F93477EC,Yoga de Sensualite,David & Steve Gordon,"meditation, chill-out, hard bop, chant, trip hop"
TRAYLCK128F933C422,Morning at the hotel,Zbigniew Preisner,"classic rock, soundtrack, new wave, tango, chill-out"
TRAYLEA128F42B9487,Letter To The King,The Game / Nas,"gangster rap, hardcore rap, west coast rap, classic, black"
TRAYLGZ12903CAA1A1,Polles Fores,Giorgos Tsalikis,"pop folk, modern laika, greek, christmas music"
TRAYLKH128F427BCCC,When The Levee Breaks,W.A.S.P.,"heavy metal, hard rock, rock, metal, acoustic"
TRAYLOM12903CD2DF3,El Chisme De La Cuchara,Los Munequitos de Matanzas,"rumba, mambo, salsa, latin, tropical"
TRAYLOZ12903CF2EBA,Summer Sands (feat. Carol Keogh),Sharon Shannon_ Carol Keogh,"celtic rock, folk, irish folk, jig, country rock"
TRAYLQL128F92F0A86,Break My Mind,The Jordanaires,"country gospel, classic country, rockabilly, oldies, christmas music"
TRAYLQT128F425A4A6,God's Hands,The Oak Ridge Boys,"classic country, united states, male vocalist, country, christian"
TRAYLRS128F427FE81,Abstracted,Scar Symmetry,"death metal, heavy metal, progressive, metal, sweden"
TRAYLRT128F42605AF,La La,The Verve Pipe,"post-grunge, pop rock, indie rock, modern rock, british pop"
TRAYLSA12903CD02FC,T-Bone,T-Bone,"ccm, gangster rap, christian hip hop, hard trance, progressive trance"
TRAYMFR12903D09540,My Sweet Loving Man,Skeeter Davis,"country rock, ballad, chanson, nashville sound, soft rock"
TRAYMGQ128F4273588,Gora Gora Badan,Daler Mehndi,"bhangra, indian classical, brutal death metal, doom metal, world music"
TRAYMHX128F92DDC9E,Piroschka,Ruben Cossani,"indie rock, pop, psychedelic, progressive, england"
TRAYMIE12903D0FC68,Let The Good Times Roll,Beres Hammond Feat. Natural Black,"lovers rock, dancehall, reggae, soul, rock steady"
TRAYMJB12903CB050F,Night Shift,Ashbrg,"8-bit, intelligent dance music, electronica, experimental, lo-fi"
TRAYMKM128F4277046,Patterns,Simon & Garfunkel,"folk-pop, folk rock, soft rock, classic rock, singer-songwriter"
TRAYMLB12903CC2A12,Rock N' Roll,Indica,"progressive house, hard house, future jazz, hard trance, downtempo"
TRAYMPF128F92F3362,Sheng Li Hu Huan,Steve Chou,"chinese music, singer-songwriter, r&b, male vocalist, pop"
TRAYMPS12903D1615D,See you on Sunday,The Charms,"bubblegum pop, rock steady, ska, alternative hip hop, pop rap"
TRAYMXS128F1452986,Le plaisir de perdre (live 1989),Étienne Daho,"chanson, pop rock, downtempo, trip hop, new wave"
TRAYMXW128F9308106,Wer Einmal 'A' Gesagt (What Does A Girl Do?),Marcie Blane,"doo-wop, all-female, ballad, brill building pop, oldies"
TRAYMYA128F4262C9D,Them No Care,Super Cat,"dancehall, enka, reggae, hip hop, pop rock"
TRAYNGT128F4262F7C,Lefkes Selides,Anna Meliti,greek
TRAYNHB128F424240C,Trop De...,Ramses,"kraut rock, hard trance, musette, progressive trance, trance"
TRAYNJN128F427A1AF,Bye Bye,Vilma Palma e Vampiros,"cumbia, pop rock, rock, alternative rock, argentina"
TRAYNJP12903CB8144,The Milky Way,Ron Goodwin,"easy listening, orchestra, space age pop, soundtrack, jazz"
TRAYNMC128F422E633,Dejaria Todo,Los Titanes,"salsa, samba, merengue, charanga, world music"
TRAYNME128F92D1328,Diamond In The Rough,Syl Johnson,"disco, memphis soul, funk, northern soul, jazz funk"
TRAYNUG12903CD0FA4,Resilience,Pariah,"jungle music, drum and bass, electronic, hardstyle, heavy metal"
TRAYNVX128F933091B,Ojú!!! (Nettlephonic Remix),Las Niñas,"flamenco, latin jazz, acid jazz, folk rock, hip hop"
TRAYNXO128F9321E48,Denise (Jeremy Carlstedt Funk Variation),Chico Hamilton,"jazz funk, soul jazz, latin jazz, hard bop, cool jazz"
TRAYOAE128F4238D42,Have U Own Things,Chico,"dirty south rap, nu metal, rap, dancehall, j pop"
TRAYOHO128F4242F5D,The Three X's,Electric O & Ishkan,"progressive house, electro, indie rock, pop rock, indie pop"
TRAYOQF128F930FF35,Let's Stay Together (Together Forever),RUN-DMC Featuring Jagged Edge,"hip hop, old school hip hop, east coast rap, rap, hardcore rap"
TRAYOQI128F92F0967,To the Lions,Converge,"hardcore punk, heavy metal, extreme metal, math-core, math rock"
TRAYOXN128E07926A8,The Only One I Trust,City High,"hip hop, r&b, rap, ska, disco"
TRAYPBZ12903CAED8E,Head Hunter,Johnny Otis,"jump blues, blues, blues-rock, r&b, ragtime"
TRAYPEF128F421F58B,Waltzing Matilda,Leon Berry,"blues, jazz, easy listening, pop, classical"
TRAYPEN128F42617AB,E-mail From Nigeria,Dr. Elmo,"parody, folk-pop, pop, folk, world"
TRAYPFH128E07937C3,Slaves & Bulldozers,Soundgarden,"alternative metal, grunge, heavy metal, rock, alternative pop rock"
TRAYPHG128F42777D1,Los!,Vorstadtkinder,"german, creative commons"
TRAYPIT128F92EEC7C,Saxambando,Leo Gandelman,"brazilian jazz, chill-out, latin jazz, jazz, blues"
TRAYPKR12903CF9519,Ven a Mi,David Saylor,"soul, spanish pop, spanish, gospel, cover"
TRAYPMR128E0785DD1,Loverman,Nick Cave & The Bad Seeds,"rock, alternative, soundtrack, guitar, piano"
TRAYPVE128F1483832,No Angel (radio/album),Milk Inc.,"dance pop, progressive trance, progressive house, techno, euro-trance"
TRAYPXP12903CD8D45,Conquer Me,Delroy Wilson,"rock steady, roots reggae, lovers rock, reggae, dub"
TRAYPZB12903CE763B,Nordfjorloftet,YGGDRASIL,"viking metal, folk metal, dark wave, progressive house, black metal"
TRAYQAI12903CBDD3D,Push Push,Kat Deluna / Akon,"dance pop, dancehall, r&b, tribal house, reggaeton"
TRAYQAN128F146247B,Bonus Beats (2002 Digital Remaster),N.W.A.,"gangster rap, rap, hardcore rap, west coast rap, los angeles"
TRAYQCQ12903C99425,Across The Universe,6CycleMind,"pinoy rock, opm, filipino, pinoy, alternative pop rock"
TRAYQDZ128F9313C8F,Where Would You Start? (From Harry),Catherine Howe,"chill-out, rare groove, freak folk, singer-songwriter, female vocalist"
TRAYQEY128F93145DC,Chateau Strut,Doyle Bramhall,"blues-rock, texas blues, electric blues, blues, garage rock"
TRAYQKQ128F1491182,Kill Niggaz,Slick Rick,"hip hop, old school hip hop, hardcore hip hop, alternative hip hop, hardcore rap"
TRAYQLF128F933B4EF,Breakin' Dishes,Rihanna,"dance pop, dancehall, hip hop, ballad, pop rock"
TRAYQLP128F92FA224,Check On It,Beyoncé feat. Slim Thug,"hip hop, pop, rock, soul, adult contemporary"
TRAYQNQ128E078D258,We Heart Billville (LP Version),The Firesign Theatre,"latin jazz, free jazz, jazz, improvisational, funk"
TRAYQSZ12903CDCFCB,Gut Rot,Fudge Tunnel,"sludge metal, math rock, grunge, heavy metal, alternative rock"
TRAYQYT12903CB654D,Was Ich Von Mir Denke,Der Plan,"experimental rock, german pop, electro, electronic, soundtrack"
TRAYRFK128F4240A7F,Te Ando Buscando,Los Muñequitos De Matanzas,"rumba, mambo, salsa, latin, tropical"
TRAYRFX128F425DF7A,Suar Agung,Megadrums,"world beat, world music, saxophone, world, fusion"
TRAYRNU12903CC63F4,La Montanara,Maria & Margot Hellwig/Thomas Lehrberger,"j pop, neo soul, rock 'n roll, r&b, rap"
TRAYRPF12903CAB6FB,A una mamita,Carlos Embales - Cutumba,"rumba, bolero, mambo, cuba, cuban"
TRAYRPQ128F428DCC8,That's The Way It Is,Sun Yan-Zi,"chinese music, progressive metal, classic rock, progressive rock, female vocalist"
TRAYRQK128F9346118,The Universe is in the Oven,Cobra Killer,"folk rock, electro, electroclash, digital hardcore, hardcore techno"
TRAYRWJ128F425FE5D,Wind And Water,Michael Gettel,"chamber jazz, chill-out, easy listening, smooth jazz, trip hop"
TRAYRWL128F932B305,Barsanova Brown (Album Version),Eddie Cano,"latin jazz, boogaloo, easy listening, jazz funk, blues-rock"
TRAYRXY128F1494819,Smoke! Smoke! Smoke! (That Cigarette),Tex Williams,"western swing, blues-rock, soundtrack, blues, country"
TRAYRYG128F429C61A,Round and Round ( LP Version ),Prince & Tevin Campbell,"dance rock, pop rock, funk, urban, soul"
TRAYSAL128F4227A1D,Florida By the Sea - The Cocoanuts,The Marx Brothers,"vaudeville, show tunes, comedy, stand-up comedy, avant-garde"
TRAYSAO128F422AF64,Take Me Down To LA,Lynette Schultz,"requiem, american, world"
TRAYSCQ128F933BA66,Winding Down Again,The Cannanes,"art rock, indie rock, twee pop, pop rock, rock"
TRAYSDT128F42A5B9B,Aceite,Pantanito,"rumba, flamenco, los angeles, beat, barcelona"
TRAYSJV128F42733CE,Domingo Valdovinos,Los Originales De San Juan,"mariachi, karaoke, thrash metal, mexico, folk"
TRAYSLA128F9303069,Mood Ring,Paul Thorn,"blues-rock, blue-eyed soul, roots rock, country rock, southern soul"
TRAYSMO128F9318E7C,Absolute,The Fray,"piano rock, alternative rock, classic rock, rock, indie rock"
TRAYSMW128F1468307,We Have All The Time In The World,Fun Lovin' Criminals,"blues-rock, pop rap, hip hop, alternative rock, soft rock"
TRAYSPP12903CEB12F,Smpty spaces missing units,Pitch Black,"chill-out, dub, dubstep, hip hop, thrash metal"
TRAYSRH128F4297FAA,It Won't Rain Always,Janet Paschal/Charlotte Ritchie/David Phelps,"southern gospel, ccm, united states, spiritual, inspirational"
TRAYSTC128F92F526B,The Anniversary Waltz,The Fureys,"irish folk, chill-out, country rock, soft rock, celtic"
TRAYSUA128F9338AD8,Amor De Juventud,Pedro Aznar,"chanson, jazz fusion, folk rock, soundtrack, progressive rock"
TRAYSVT12903CA4037,Bambenella d' 'o mercato,Gloriana,"teen pop, country rock, country music, female vocalist, country"
TRAYTDZ128F93146E3,Mary Had A Little Lamb,Stevie Ray Vaughan And Double Trouble,"texas blues, blues, blues-rock, modern electric blues, rock"
TRAYTED128F9355224,Matti Ja Teppo,Jope Ruonansuu,"parody, german pop, samba, tango, rumba"
TRAYTME128F423DC95,Ain't No Right ( LP Version ),Jane's Addiction,"alternative metal, heavy metal, rock, los angeles, college rock"
TRAYTMN128F9336B51,Heavy Waist Line,Tyrone Taylor,"lovers rock, roots reggae, reggae, dancehall, dub"
TRAYTMR128F92FF07C,Andale,Los Traileros Del Norte,"mexico, folk, traditional, mexican, regional mexican"
TRAYTMY12903CE4E5A,Brighten Your Night With My Day,James Taylor,"folk-pop, soft rock, folk rock, classic rock, singer-songwriter"
TRAYTNG128F92F9F64,Bumbling Along,Nino Nardini,"latin jazz, easy listening, afrobeat, bossa nova, space rock"
TRAYTNL12903CD2D19,La vida (Jp Candela & Vlada Asanin club mix),Carlos Jimenez_ J Elvira_ Oliversam,"latin jazz, jazz funk, beat, jazz fusion, jazz"
TRAYTOM128F422B08C,So Ist Das Nun Mal,Andreas Dorau,"tech house, new beat, hard trance, happy hardcore, hard house"
TRAYTRC128F9352E61,Happy To Meet & Sorry To Part,Séamus Ennis,"irish folk, celtic, folk, world, male vocalist"
TRAYTSJ12903CF09F4,Travelin' Blues,Roy Brown,"jump blues, blues-rock, piano blues, r&b, blues"
TRAYTUZ128F4258057,Pleas Made Against Stasis,AZ,"gangster rap, hip hop, east coast rap, east coast hip hop, hard rock"
TRAYTWH128F42AE5B0,Het Spongebob Squarepants Lied,Spongebob Squarepants,"texas blues, psychobilly, pop rock, soundtrack, post-hardcore"
TRAYTYA128F935F895,Big Leg Woman Gets My Pay,Blind Boy Fuller,"country blues, piedmont blues, delta blues, blues, chicago blues"
TRAYUCR128E078EE0F,Aneurysm,Nirvana,"grunge, rock, alternative, alternative pop rock, heavy metal"
TRAYUCR128F92E574F,Interplanetary Party,Santana,"blues-rock, hip hop, rap, rock, san francisco"
TRAYUDA128F93576ED,So Do I,Arthur Tracy,"vaudeville, russia, jazz, pop, american"
TRBGXQP128F4290B22,Lost,Roger Sanchez,"progressive house, deep house, tech house, tribal house, house"
TRAYUID128EF340775,Someday My Luck Will Change,"Clarence ""Gatemouth"" Brown","texas blues, swamp blues, electric blues, southern rock, jump blues"
TRAYUKJ128F933143E,Ma Zui,Candy Lo,"chinese music, cantonese pop, ballad, nu jazz, downtempo"
TRAYUKR128F9344BB4,Ulan Bator Girls,Leningrad Cowboys,"folk rock, blues-rock, pop rock, classic rock, rock"
TRAYULR128F9311951,Eager (Live),Pete Philly & Perquisite,"hip hop, broken beat, trip hop, chill-out, funk"
TRAYUNC128F92DE84B,In The Midnight Hour,Cross Country,"progressive house, california, electronic, house, united states"
TRAYUNU128F4281E53,The Roof Song,Mr Brown,"happy hardcore, gabba, glam rock, electro, glitch"
TRAYUOU128F9312994,Ride The Storm,Epitaph,"kraut rock, heavy metal, hard rock, art rock, thrash metal"
TRAYUSC12903C93E24,Marie Marie,Wendo Kolosoy,"rumba, congo, soukous, jazz, world music"
TRAYUTE12903CE525F,Vos plaintes_ vos regrets_ augmentent mon supplice,Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos,"opera, bel canto, mariachi, ranchera, disco"
TRAYUTH128F423A5CF,Nothing But Sky [Outro] (Album Version),Jaci Velasquez,"ccm, christian music, religious music, christian rock, world music"
TRAYUWU128F423F66D,Mississippi Boweavil Blues,Charley Patton,"delta blues, blues, country blues, ragtime, bluegrass"
TRAYUXO12903C99CBF,You Found Me,The Fray,"piano rock, alternative rock, classic rock, rock, indie rock"
TRAYVCS12903CE1ED8,Excerpt Of A Speech By Marcus Mosiah Garvey,Buju Banton,"roots reggae, dancehall, reggae, jamaica, kingston"
TRAYVDG128F92D09F3,Any Wich Way (Freedom Must Come),Manjul,"dub, reggae, rasta, mali, dour festival 2008"
TRAYVLL128F9335B7A,Se Viene,Bersuit Vergarabat,"cumbia, murga, rock 'n roll, argentine rock, quartet"
TRAYVMU128F92EC210,King Of Pain,The Police,"new wave, reggae, classic rock, rock, pop"
TRAYVNF128F42986EC,Open (Koobas Koobatronmix),Dub Pistols feat. TK & JMS,"big beat, trip hop, breakbeat, dub, progressive house"
TRAYVOO128F4270AEB,Shine On Your Shoes,Jerry Lewis,"rock steady, roots reggae, reggae, dub, ska"
TRAYVTC128F92F29D5,All Night Long,Warrant,"hard rock, heavy metal, pop rock, glam metal, hair metal"
TRAYVVA128EF35F592,The Mystery Epoch,Loop Guru,"downtempo, dub, trip hop, breakbeat, electronic"
TRAYWCQ128F149481D,Wild Card,Tex Williams,"western swing, blues-rock, soundtrack, blues, country"
TRAYWDO128F426DD31,The Firebird/Apparition de L'Oiseau de Feu_ poursuivi par Ivan Tsarévitch,Columbia Symphony Orchestra;Igor Stravinsky,"ballet, symphony, chamber music, serialism, neoclassical"
TRAYWEU128F427567F,Amazing Grace,Jo-El Sonnier,"bluegrass, zydeco, americana, world music, cajun"
TRAYWHE128F92E9D6A,Three Hearts In A Tangle,Roy Drusky,"country rock, classic country, country music, ballad, easy listening"
TRAYWLI128F9300223,Erased,Annie Lennox,"soft rock, rock, pop, alternative, adult contemporary"
TRAYWLQ128F933E492,Captain Fury,Pumpkin Buzzard,"happy hardcore, gabba, doom metal, experimental rock, free improvisation"
TRAYWSL128F4222D80,Against My Will (LP Version),Brenda Lee,"ballad, soft rock, rockabilly, pop rock, country rock"
TRAYWSQ128F933F63A,She kills,Cirrus,"big beat, breakbeat, jungle music, trip hop, downtempo"
TRAYWVM128F426520A,Stompin' at the Savoy,Ann Hampton Callaway;Laura Benanti;Michael Gruber;Everett Bradley,"vocal jazz, easy listening, blues, jazz, female vocalist"
