filename,artist,title,matched,match_type,match_score,msd_track_id,msd_artist,msd_title
Pedro García Y Su Orquesta Versalles - Policías Y Ladrones.mp3,Pedro García Y Su Orquesta Versalles,Policías Y Ladrones,False,,0.0,,,
Baroness - Wanderlust.mp3,Baroness,Wanderlust,True,exact,100.0,TRBDEXM128F4291A7F,Baroness,Wanderlust
Musical Creations Studio Musicians (Karaoke) - My Tribute (To God Be the Glory) -3 (In the Style of Andrae Crouch Karaoke Version Instrumental Only).mp3,Musical Creations Studio Musicians (Karaoke),My Tribute (To God Be the Glory) -3 (In the Style of Andrae Crouch Karaoke Version Instrumental Only),False,,0.0,,,
"Jo Privat - Ay, Mi Sombrero.mp3",Jo Privat,"Ay, Mi Sombrero",True,exact,100.0,TRBDFOR128F4275E16,Jo Privat,Ay ! Mi Sombrero
Gustavo Cerati - Médium.mp3,Gustavo Cerati,Médium,True,exact,100.0,TRBDDMU128F9350474,Gustavo Cerati,Médium
"Russ Morgan - Love Divine, All Love Excelling.mp3",Russ Morgan,"Love Divine, All Love Excelling",True,fuzzy_combined,98.82352941176471,TRBDFRL12903CFD5A1,Russ Morgan,Love Divine_ All Love Excelling
Juan Carmona - Pa'lla pa'ca.mp3,Juan Carmona,Pa'lla pa'ca,True,exact,100.0,TRBDEMV12903CE48C6,Juan Carmona,Pa'lla pa'ca
John Wesley - Chasing Monsters.mp3,John Wesley,Chasing Monsters,True,exact,100.0,TRBDCPM128F9331795,John Wesley,Chasing Monsters
Joe McBride - Like A Star.mp3,Joe McBride,Like A Star,True,exact,100.0,TRBDEXK128F9338916,Joe McBride,Like A Star
Christian adam - Il a suffit d'une chanson d'amour.mp3,Christian adam,Il a suffit d'une chanson d'amour,True,exact,100.0,TRBDGRU128F934D684,Christian adam,Il a suffit d'une chanson d'amour
Los Fabulosos Cadillacs - Electrasonic V (Remasterizado 2008).mp3,Los Fabulosos Cadillacs,Electrasonic V (Remasterizado 2008),True,exact,100.0,TRBDGLL128F9343CD1,Los Fabulosos Cadillacs,Electrasonic V
Tom Barabas - Shades of Love.mp3,Tom Barabas,Shades of Love,True,exact,100.0,TRBDGMD128F92DA76F,Tom Barabas,Shades Of Love
Carlton Livingston - Slow Down.mp3,Carlton Livingston,Slow Down,True,exact,100.0,TRBDGOB12903CD8CB9,Carlton Livingston,Slow Down
Juan Carmona - Soleariyas.mp3,Juan Carmona,Soleariyas,True,exact,100.0,TRBDGRO12903CADCF8,Juan Carmona,Soleariyas
The Mustangs - Moscow Nights.mp3,The Mustangs,Moscow Nights,True,exact,100.0,TRBDFPV128F42A072C,The Mustangs,Moscow Nights
2raumwohnung - 36Grad (Paul van Dyk's Vandit Clubmix).mp3,2raumwohnung,36Grad (Paul van Dyk's Vandit Clubmix),True,fuzzy_combined,97.43589743589743,TRBDGOX128F428E2B9,2raumwohnung,36 Grad (Paul van Dyk's Vandit Clubmix)
Nikos Kalaintzis - Gamilia Patinada.mp3,Nikos Kalaintzis,Gamilia Patinada,True,exact,100.0,TRBDGSN128F4233EB8,Nikos Kalaintzis,Gamilia Patinada
Bone Thugs-N-Harmony - 2 Glocks.mp3,Bone Thugs-N-Harmony,2 Glocks,True,exact,100.0,TRBDENB128F42B7798,Bone Thugs-N-Harmony,2 Glocks
First Blood - Execution.mp3,First Blood,Execution,True,exact,100.0,TRBDFUU128F92EF5BC,First Blood,Execution
Roy Buchanan - CC Ryder.mp3,Roy Buchanan,CC Ryder,True,fuzzy_combined,97.67441860465115,TRBDFKG128F4263AAF,Roy Buchanan,C.C. Ryder
The Mystic Moods Orchestra - Gay Ranchero.mp3,The Mystic Moods Orchestra,Gay Ranchero,True,exact,100.0,TRBDHYG12903CE49CC,The Mystic Moods Orchestra,Gay Ranchero
Gato Perez - Ja Soc Aquí.mp3,Gato Perez,Ja Soc Aquí,True,fuzzy_combined,95.45454545454545,TRBDIEV128F426639A,Gato Perez,Ja Soc Aqui
Suzi Quatro - Born To Run.mp3,Suzi Quatro,Born To Run,True,exact,100.0,TRBDGQU128F146607A,Suzi Quatro,Born To Run
Max Steiner - Laurie Warns Martin.mp3,Max Steiner,Laurie Warns Martin,False,,0.0,,,
Sister Rosetta Tharpe - Shine for Jesus (Remastered).mp3,Sister Rosetta Tharpe,Shine for Jesus (Remastered),True,exact,100.0,TRBDHSQ128F933E21F,Sister Rosetta Tharpe,Shine For Jesus
Mac Dre - This is My Year.mp3,Mac Dre,This is My Year,True,exact,100.0,TRBDGRE128F92EF768,Mac Dre,This is My Year
"DMZ - He's Waitin' (Live at The Rat, Boston, MA, May 14th, 1993).mp3",DMZ,"He's Waitin' (Live at The Rat, Boston, MA, May 14th, 1993)",False,,0.0,,,
The Clash - I'm so Bored with the U.S.A. (Remastered).mp3,The Clash,I'm so Bored with the U.S.A. (Remastered),True,exact,100.0,TRBDGXH128F92E1661,The Clash,I'm So Bored With The U.S.A.
Don Gibson - Evening Prayer.mp3,Don Gibson,Evening Prayer,True,exact,100.0,TRBDHUE128F9317991,Don Gibson,Evening Prayer
Eddie Palmieri - Nada de Ti.mp3,Eddie Palmieri,Nada de Ti,True,exact,100.0,TRBDIKL128F42649B0,Eddie Palmieri,Nada De Ti
LL COOL J - Hello (Album Version Explicit).mp3,LL COOL J,Hello (Album Version Explicit),False,,0.0,,,
Rihanna - Disturbia.mp3,Rihanna,Disturbia,False,,0.0,,,
R.L. Burnside - Rollin' and Tumblin'.mp3,R.L. Burnside,Rollin' and Tumblin',True,exact,100.0,TRBDHSQ12903CDB3E8,R.L. Burnside,Rollin' and Tumblin'
Gaither Vocal Band - Everything Good (Everything Good Version).mp3,Gaither Vocal Band,Everything Good (Everything Good Version),True,exact,100.0,TRBDILQ128F4286CC3,Gaither Vocal Band,Everything Good (Everything Good Version)
Denise Ho - Mi Ni Yu Wo.mp3,Denise Ho,Mi Ni Yu Wo,True,exact,100.0,TRBDHCG128F4267BB6,Denise Ho,Mi Ni Yu Wo
Arthur Fiedler - Doctrines.mp3,Arthur Fiedler,Doctrines,True,exact,100.0,TRBDJAE12903CAD5EC,Arthur Fiedler,Doctrines
Billy Walker - Thank You for Calling.mp3,Billy Walker,Thank You for Calling,True,exact,100.0,TRBDHZE12903CAACBF,Billy Walker,Thank You For Calling
Jason & The Scorchers - If Money Talks.mp3,Jason & The Scorchers,If Money Talks,True,exact,100.0,TRBDHDP128F422931B,Jason & The Scorchers,If Money Talks
Krystof - Vodné stočné (opera).mp3,Krystof,Vodné stočné (opera),False,,0.0,,,
Sergio Mendes - Puzzle Of Hearts.mp3,Sergio Mendes,Puzzle Of Hearts,True,exact,100.0,TRBDIMX128F147A307,Sergio Mendes,Puzzle of Hearts
Poptart Monkeys - Butterflies.mp3,Poptart Monkeys,Butterflies,True,exact,100.0,TRBDJHF128EF35793D,Poptart Monkeys,Butterflies
John Sebastian - Wagoner's Lad.mp3,John Sebastian,Wagoner's Lad,True,exact,100.0,TRBDJNO128F9308DA0,John Sebastian,Wagoner's Lad
Juan Carlos Baglietto - Aunque Mañana No Estes.mp3,Juan Carlos Baglietto,Aunque Mañana No Estes,True,exact,100.0,TRBDIPI128F4279185,Juan Carlos Baglietto,Aunque Mañana No Estes
Every Time I Die - After One Quarter Of A Revolution.mp3,Every Time I Die,After One Quarter Of A Revolution,True,exact,100.0,TRBDIZG12903CD68A3,Every Time I Die,After One Quarter Of A Revolution
Bill Murk - What a Friend We Have in Jesus.mp3,Bill Murk,What a Friend We Have in Jesus,True,exact,100.0,TRBDKBK128EF353211,Bill Murk,What a Friend We Have in Jesus
Love and Rockets - Sweet Lover Hangover.mp3,Love and Rockets,Sweet Lover Hangover,True,exact,100.0,TRBDHUR128F423EC48,Love and Rockets,Sweet Lover Hangover
Boosie Badazz - Baby Momma (Chopped & Screwed).mp3,Boosie Badazz,Baby Momma (Chopped & Screwed),False,,0.0,,,
James Last - Games That Lovers Play.mp3,James Last,Games That Lovers Play,True,exact,100.0,TRBDJUQ128F148C4A5,James Last,Games That Lovers Play
Endres - born again.mp3,Endres,born again,True,exact,100.0,TRBDKBF128F92C7680,Endres,born again
Milk Inc. - Nothing to You.mp3,Milk Inc.,Nothing to You,True,exact,100.0,TRBDKQI128F1465028,Milk Inc.,Nothing To You
Willie Colón - Guajira Ven.mp3,Willie Colón,Guajira Ven,True,fuzzy_combined,92.0,TRBDJWO128F427218D,Willie Colon,Guajira Y Ven
Maroon 5 - Sweetest Goodbye.mp3,Maroon 5,Sweetest Goodbye,True,exact,100.0,TRBDIOP128EF35F99C,Maroon 5,Sweetest Goodbye
Annie Minogue Band - Love Goes Down (Part Deux).mp3,Annie Minogue Band,Love Goes Down (Part Deux),True,exact,100.0,TRBDKFP128F4243502,Annie Minogue Band,Love Goes Down (Part Deux)
Nana Caymmi - Lero Do Bolero.mp3,Nana Caymmi,Lero Do Bolero,True,exact,100.0,TRBDKQX12903CAE132,Nana Caymmi,Lero Do Bolero
Lou Reed - Sally Can't Dance.mp3,Lou Reed,Sally Can't Dance,True,exact,100.0,TRBDKOV128F4290943,Lou Reed,Sally Can't Dance
Nicolas Bacchus - Peter Pan (j'veux pas être jeune) [feat. Les Pistons Flingueurs].mp3,Nicolas Bacchus,Peter Pan (j'veux pas être jeune) [feat. Les Pistons Flingueurs],True,exact,100.0,TRBDJGV12903D0139B,Nicolas Bacchus,Peter Pan (j'veux pas être jeune) [feat. Les Pistons Flingueurs]
"Samy Deluxe - Sam Und Bo, N.E.O..mp3",Samy Deluxe,"Sam Und Bo, N.E.O.",True,fuzzy_combined,98.24561403508771,TRBDLDS128F429C171,Samy Deluxe,Sam und Bo_ N.E.O.
Joe Heaney - Peigin Is Peadar (Peggy and Peter).mp3,Joe Heaney,Peigin Is Peadar (Peggy and Peter),False,,0.0,,,
J-MACK - World Wind.mp3,J-MACK,World Wind,True,exact,100.0,TRBDKVO128F4225656,J-MACK,World Wind
Donna Fargo - Superman (Rerecorded).mp3,Donna Fargo,Superman (Rerecorded),False,,0.0,,,
"Robert Lockwood, Jr. - Kindhearted Woman Blues.mp3","Robert Lockwood, Jr.",Kindhearted Woman Blues,True,fuzzy_combined,98.82352941176471,TRBDLIB128F9338167,Robert Lockwood_ Jr.,Kindhearted Woman Blues
Melissa Auf der Maur - The Key.mp3,Melissa Auf der Maur,The Key,True,exact,100.0,TRBDJNF12903CE6967,Melissa Auf der Maur,The Key
Kristine W. - Fly Again (The Scumfrog Radio Edit).mp3,Kristine W.,Fly Again (The Scumfrog Radio Edit),True,exact,100.0,TRBDMBY12903CE84AF,Kristine W.,Fly Again (The Scumfrog Radio Edit)
Selena - El Chico Del Apartamento 512.mp3,Selena,El Chico Del Apartamento 512,True,exact,100.0,TRBDMFL128F145F691,Selena,El Chico Del Apartamento 512
Vivian - Streets On Fire.mp3,Vivian,Streets On Fire,True,exact,100.0,TRBDITK128F931B9A7,Vivian,Streets On Fire
Iggy Pop - 5 Foot 1 (Live).mp3,Iggy Pop,5 Foot 1 (Live),True,fuzzy_combined,87.17948717948718,TRBDJUT128F9352FB1,Iggy Pop,5 Foot 1
Poncho Sanchez - Going Back To New Orleans (Album Version).mp3,Poncho Sanchez,Going Back To New Orleans (Album Version),True,exact,100.0,TRBDMVQ128F9327FBD,Poncho Sanchez,Going Back To New Orleans
Phil Collins - One More Night (2016 Remaster).mp3,Phil Collins,One More Night (2016 Remaster),False,,0.0,,,
Akon - Gunshot (Fiesta Riddim) (Explicit).mp3,Akon,Gunshot (Fiesta Riddim) (Explicit),False,,0.0,,,
Los Iracundos - No Sé Lo Que Me Da.mp3,Los Iracundos,No Sé Lo Que Me Da,True,fuzzy_combined,96.875,TRBDMWS12903D11F36,Los Iracundos,No Se Lo Que Me Da
George Nooks - Sitting And Watching.mp3,George Nooks,Sitting And Watching,False,,0.0,,,
Jenny Berggren - Dying To Stay Alive.mp3,Jenny Berggren,Dying To Stay Alive,False,,0.0,,,
Roger Creager - The Everclear Song(Live).mp3,Roger Creager,The Everclear Song(Live),True,fuzzy_combined,92.7536231884058,TRBDMCC128F9358267,Roger Creager,The Everclear Song
Dexys Midnight Runners - Seven Days Too Long (2000 Remaster).mp3,Dexys Midnight Runners,Seven Days Too Long (2000 Remaster),False,,0.0,,,
Badmarsh - Bang.mp3,Badmarsh,Bang,False,,0.0,,,
System of A Down - Streamline.mp3,System of A Down,Streamline,True,exact,100.0,TRBDMDS128F930B8F1,System of a Down,Streamline
Los Fabulosos Cadillacs - Todas Las Cosas Que Ella Me Dió (Remasterizado 2008).mp3,Los Fabulosos Cadillacs,Todas Las Cosas Que Ella Me Dió (Remasterizado 2008),True,exact,100.0,TRBDMRW128F933A391,Los Fabulosos Cadillacs,Todas Las Cosas Que Ella Me Dió
Freddie King - Rock Me Baby.mp3,Freddie King,Rock Me Baby,True,exact,100.0,TRBDNDQ128F42515E6,Freddie King,Rock Me Baby
Jacques Douai - La rivière de ton dos.mp3,Jacques Douai,La rivière de ton dos,True,exact,100.0,TRBDNHC128F933788E,Jacques Douai,La Rivière De Ton Dos
Session Americana - Ice Cream Man.mp3,Session Americana,Ice Cream Man,True,exact,100.0,TRBDMZP128F93499E4,Session Americana,Ice Cream Man
Junior Kimbrough - Lonesome Road.mp3,Junior Kimbrough,Lonesome Road,True,exact,100.0,TRBDGEW128F93333E0,Junior Kimbrough,Lonesome Road
Africando - Mopao.mp3,Africando,Mopao,False,,0.0,,,
Dj Guy - Freak it all Night.mp3,Dj Guy,Freak it all Night,True,exact,100.0,TRBDNDV12903CE9E28,DJ Guy,Freak it all Night
The Game - Desperados.mp3,The Game,Desperados,True,exact,100.0,TRBDMJK128F4221E31,The Game,Desperados
Fania All Stars - Peanuts (The Peanut Vendor) (Album Version).mp3,Fania All Stars,Peanuts (The Peanut Vendor) (Album Version),False,,0.0,,,
Johnny Vicious - Speaker Problems (Bass Mix).mp3,Johnny Vicious,Speaker Problems (Bass Mix),True,exact,100.0,TRBDNNW12903CAFCE1,Johnny Vicious,Speaker Problems
Mariah Carey - Anytime You Need a Friend.mp3,Mariah Carey,Anytime You Need a Friend,True,exact,100.0,TRBDOFA128F427C09D,Mariah Carey,Anytime You Need A Friend
Thomas Dolby - She Blinded Me With Science.mp3,Thomas Dolby,She Blinded Me With Science,True,exact,100.0,TRBDNDG128E0782EDC,Thomas Dolby,She Blinded Me With Science
Tulipunaruusut - Hiekkaa - Polvere.mp3,Tulipunaruusut,Hiekkaa - Polvere,True,exact,100.0,TRBDNQI128F42831EE,Tulipunaruusut,Hiekkaa (polvere)
Jeanne Robertson - Perk trip - sleeping in _tubes_.mp3,Jeanne Robertson,"Perk trip - sleeping in ""tubes""",True,exact,100.0,TRBDOOA12903D06D87,Jeanne Robertson,"Perk trip - sleeping in ""tubes"
Minnie Riperton - Completeness.mp3,Minnie Riperton,Completeness,True,exact,100.0,TRBDOMM12903CA0A9B,Minnie Riperton,Completeness
Las Niñas - Cuento de la buena pipa.mp3,Las Niñas,Cuento de la buena pipa,True,exact,100.0,TRBDOEI128F9329AE5,Las Niñas,Cuento De La Buena Pipa
Beyoncé - Baby Boy (feat. Sean Paul).mp3,Beyoncé,Baby Boy (feat. Sean Paul),False,,0.0,,,
Ayo - Watching You (Live At L'Olympia).mp3,Ayo,Watching You (Live At L'Olympia),False,,0.0,,,
Jacques Ferchit - Ça c'est Paris.mp3,Jacques Ferchit,Ça c'est Paris,True,exact,100.0,TRBDOXZ128F93420F3,Jacques Ferchit,Ça c'est Paris
Charlie Byrd - Sarambeque.mp3,Charlie Byrd,Sarambeque,False,,0.0,,,
Eddy Arnold - What's He Doin' In My World.mp3,Eddy Arnold,What's He Doin' In My World,True,exact,100.0,TRBDNGV128F42895AE,Eddy Arnold,What's He Doin' In My World
Foghat - Zig-Zag Walk.mp3,Foghat,Zig-Zag Walk,True,exact,100.0,TRBDNZI128F14A9065,Foghat,Zig-Zag Walk
Paul Glazby - The Wickedness.mp3,Paul Glazby,The Wickedness,True,exact,100.0,TRBDOQA12903CD9C2C,Paul Glazby,The Wickedness
Patrick Bruel - J'suis dans la dêche.mp3,Patrick Bruel,J'suis dans la dêche,True,exact,100.0,TRBDPHP128F92C2AE1,Patrick Bruel,J'Suis Dans La Dêche
Los Delinqüentes - Quítate La Ropa.mp3,Los Delinqüentes,Quítate La Ropa,False,,0.0,,,
Candy Lo - Si Lu.mp3,Candy Lo,Si Lu,True,exact,100.0,TRBDOUZ128F9331438,Candy Lo,Si Lu
Antonis Remos - Min Aporis.mp3,Antonis Remos,Min Aporis,True,exact,100.0,TRBDPAO12903CACA04,Antonis Remos,Min Aporis
Lightforce - Right Here Waiting.mp3,Lightforce,Right Here Waiting,True,exact,100.0,TRBDOTZ128F422A961,Lightforce,Right here Waiting
A.R. Rahman - Rang De Basanti.mp3,A.R. Rahman,Rang De Basanti,False,,0.0,,,
Russ Morgan - Do You Ever Think of Me.mp3,Russ Morgan,Do You Ever Think of Me,True,exact,100.0,TRBDQAX12903CFD642,Russ Morgan,Do You Ever Think Of Me
Dimmu Borgir - Broderskapets Ring.mp3,Dimmu Borgir,Broderskapets Ring,True,exact,100.0,TRBDOGI128F4252243,Dimmu Borgir,Broderskapets ring
Seamus Egan - Lock The Door _ Get Up Old Woman And Shake Yourself _ What Ail's You_ - (single jig).mp3,Seamus Egan,Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig),True,exact,100.0,TRBDPSO128F930C771,Seamus Egan,Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig)
Andre Verchuren - Poema.mp3,Andre Verchuren,Poema,True,fuzzy_combined,95.23809523809523,TRBDPOI128F42A9A72,André Verchuren,Poema
Laurindo Almeida - Mozart In Samba Motion.mp3,Laurindo Almeida,Mozart In Samba Motion,True,exact,100.0,TRBDPSN128F4283509,Laurindo Almeida,Mozart In Samba Motion
Missy Higgins - Where I Stood (Live).mp3,Missy Higgins,Where I Stood (Live),True,fuzzy_combined,91.52542372881356,TRBDRBR128F424D5B6,Missy Higgins,Where I Stood [Live]
Cristy Lane - God Is The Answer (Footprints In The Sand Album Version).mp3,Cristy Lane,God Is The Answer (Footprints In The Sand Album Version),True,exact,100.0,TRBDOUZ128F427B43D,Cristy Lane,God Is The Answer (Footprints In The Sand Album Version)
Otis Spann - Half Ain't Been Told.mp3,Otis Spann,Half Ain't Been Told,True,exact,100.0,TRBDQIR12903CF0C9C,Otis Spann,Half Ain't Been Told
Heavenly - Over And Over.mp3,Heavenly,Over And Over,True,exact,100.0,TRBDREO128F427F114,Heavenly,Over And Over
Twila Paris - Perfect Peace.mp3,Twila Paris,Perfect Peace,True,exact,100.0,TRBDQHA128F426EB28,Twila Paris,Perfect Peace
C.C. Adcock - Love n' Gold.mp3,C.C. Adcock,Love n' Gold,True,exact,100.0,TRBDRBO128F9313A38,C.C. Adcock,Love N' Gold
Megadrums - Dasotmori Live.mp3,Megadrums,Dasotmori Live,True,exact,100.0,TRBDOPG128F425EA69,Megadrums,Dasotmori Live
UKW - Einmal reich.mp3,UKW,Einmal reich,True,exact,100.0,TRBDQYQ128F93214CB,UKW,Einmal reich
Charly García - Bancate Ese Defecto.mp3,Charly García,Bancate Ese Defecto,True,exact,100.0,TRBDROB128F93093CA,Charly García,Bancate Ese Defecto
Kalibas - From Ivory Towers Above The Control Grid.mp3,Kalibas,From Ivory Towers Above The Control Grid,True,exact,100.0,TRBDRSG128F92D2583,Kalibas,From Ivory Towers Above The Control Grid
Jimi Hendrix - Lullaby For The Summer.mp3,Jimi Hendrix,Lullaby For The Summer,True,exact,100.0,TRBDRTN12903D021D9,Jimi Hendrix,Lullaby For The Summer
Gustavo Santaolalla - The Blinding Sun (Album Version).mp3,Gustavo Santaolalla,The Blinding Sun (Album Version),True,exact,100.0,TRBDQUL128F14933F1,Gustavo Santaolalla,The Blinding Sun
Gunther - Teeny Weeny String Bikini.mp3,Gunther,Teeny Weeny String Bikini,False,,0.0,,,
Temple Of The Dog - Hunger Strike (25th Anniversary Mix).mp3,Temple Of The Dog,Hunger Strike (25th Anniversary Mix),True,exact,100.0,TRBDSFP128E07937B9,Temple Of The Dog,Hunger Strike
Cabas - Machuca.mp3,Cabas,Machuca,True,exact,100.0,TRBDQVN128F425CF6D,Cabas,Machuca
Vex'd - Disposition.mp3,Vex'd,Disposition,True,exact,100.0,TRBDRUE12903CD596D,Vex'd,Disposition (feat. Jest)
Dj Rashad - Hood Figga Juke.mp3,Dj Rashad,Hood Figga Juke,False,,0.0,,,
Alejandro Lerner - Todo a Pulmón (En Vivo).mp3,Alejandro Lerner,Todo a Pulmón (En Vivo),True,fuzzy_combined,88.23529411764706,TRBDRIN128F9308ABF,Alejandro Lerner,Todo A Pulmón
A Tribe Called Quest - Get A Hold.mp3,A Tribe Called Quest,Get A Hold,True,exact,100.0,TRBDRIT128F42929A1,A Tribe Called Quest,Get A Hold
David Hudson - Kurrajong Percussion.mp3,David Hudson,Kurrajong Percussion,False,,0.0,,,
Jessica Simpson - In This Skin (Album Version).mp3,Jessica Simpson,In This Skin (Album Version),True,exact,100.0,TRBDSGK128F92F2C59,Jessica Simpson,In This Skin
Dj Rashad - Juke it Down.mp3,Dj Rashad,Juke it Down,True,exact,100.0,TRBDRCG12903CAEAEC,DJ Rashad,Juke It Down
Simi - Jericho.mp3,Simi,Jericho,True,fuzzy_combined,88.0,TRBDRCA128F9321DD9,Jericho,Simon
Epic Rap Battles of History - Cleopatra vs Marilyn Monroe.mp3,Epic Rap Battles of History,Cleopatra vs Marilyn Monroe,False,,0.0,,,
Spooky Tooth - I Am The Walrus.mp3,Spooky Tooth,I Am The Walrus,False,,0.0,,,
Republica - Pub Pusher.mp3,Republica,Pub Pusher,True,exact,100.0,TRBDSXN128F4293DA9,Republica,Pub Pusher
Elvis Presley - Crazy Arms (Version 2).mp3,Elvis Presley,Crazy Arms (Version 2),False,,0.0,,,
Toni Braxton - Best Friend.mp3,Toni Braxton,Best Friend,True,exact,100.0,TRBDSLA128F4288246,Toni Braxton,Best Friend
Los Originales De San Juan - Joaquin Torres Jr..mp3,Los Originales De San Juan,Joaquin Torres Jr.,True,exact,100.0,TRBDUAQ128F427154D,Los Originales De San Juan,Joaquin Torres Jr.
Richard Galliano - Les forains.mp3,Richard Galliano,Les forains,True,exact,100.0,TRBDTWR128F149E9B7,Richard Galliano,Les Forains
Jars Of Clay - Don't Stop.mp3,Jars Of Clay,Don't Stop,True,exact,100.0,TRBDTZX128F92DFA66,Jars Of Clay,Don't Stop
Desert Dwellers - Sunset In Akkarai (Desert Dwellers Remix).mp3,Desert Dwellers,Sunset In Akkarai (Desert Dwellers Remix),True,exact,100.0,TRBDTXD12903CE7192,Desert Dwellers,Sunset In Akkarai
Bad Company - Take the Time (2009 Remaster).mp3,Bad Company,Take the Time (2009 Remaster),False,,0.0,,,
Martha Wainwright - C'est toujours la même histoire.mp3,Martha Wainwright,C'est toujours la même histoire,True,exact,100.0,TRBDUMD128F9327534,Martha Wainwright,C'est Toujours la Même Histoire
Piero Umiliani - Ricerca nell' isola.mp3,Piero Umiliani,Ricerca nell' isola,True,exact,100.0,TRBDUPX128F932C89B,Piero Umiliani,Ricerca nell' isola
Kathy Troccoli - Great Is Thy Faithfulness.mp3,Kathy Troccoli,Great Is Thy Faithfulness,True,exact,100.0,TRBDUUD128F930723F,Kathy Troccoli,Great Is Thy Faithfulness
Williamson - Cool People Make Me Tired.mp3,Williamson,Cool People Make Me Tired,True,exact,100.0,TRBDUWE128EF3583EA,Williamson,Cool People Make Me Tired
Big Daddy Kane - FLAME ON.mp3,Big Daddy Kane,FLAME ON,True,exact,100.0,TRBDUAZ128F92D718A,Big Daddy Kane,Flame On
Janitor Joe - Voucher.mp3,Janitor Joe,Voucher,True,exact,100.0,TRBDVBK128F4263798,Janitor Joe,Voucher
Donnie McClurkin - I'm Walking.mp3,Donnie McClurkin,I'm Walking,True,exact,100.0,TRBDSXV128F92F5B43,Donnie McClurkin,I'm Walking
Maximilian Hecker - Let Me Out.mp3,Maximilian Hecker,Let Me Out,True,exact,100.0,TRBDUSM128F9339A13,Maximilian Hecker,Let Me Out
Bruce Robison - Trouble.mp3,Bruce Robison,Trouble,True,exact,100.0,TRBDTEG128F4265CC9,Bruce Robison,Trouble
Aymen - Intro.mp3,Aymen,Intro,False,,0.0,,,
Roy Buchanan - Chowbay.mp3,Roy Buchanan,Chowbay,True,exact,100.0,TRBDVFB128F9339FCC,Roy Buchanan,Chowbay
Bottom of the Hudson - Eagle Eye.mp3,Bottom of the Hudson,Eagle Eye,True,exact,100.0,TRBDUYE12903CB246F,Bottom Of The Hudson,Eagle Eye
The Dickies - Pretty Please Me.mp3,The Dickies,Pretty Please Me,True,fuzzy_combined,92.3076923076923,TRBDVZL128F92F579F,Dickies,Pretty Please Me
The Pastor360 - Born Again.mp3,The Pastor360,Born Again,False,,0.0,,,
Joe Turner - Piney Brown (K.C.).mp3,Joe Turner,Piney Brown (K.C.),False,,0.0,,,
Xzibit - Carry The Weight.mp3,Xzibit,Carry The Weight,True,exact,100.0,TRBDVVT128F4279D11,Xzibit,Carry The Weight
Rising Lion - Jah Keep Us There.mp3,Rising Lion,Jah Keep Us There,True,exact,100.0,TRBDVTP12903CD152B,Rising Lion,Jah Keep Us There
The Creation - Try and Stop Me (Live).mp3,The Creation,Try and Stop Me (Live),True,fuzzy_combined,91.80327868852459,TRBDWBW128F932C973,The Creation,Try And Stop Me
Dynamite Deluxe - Eimsbush Bis 0711.mp3,Dynamite Deluxe,Eimsbush Bis 0711,True,exact,100.0,TRBDVVN128F4285CC6,Dynamite Deluxe,Eimsbush bis 0711
Fergie - Velvet.mp3,Fergie,Velvet,True,exact,100.0,TRBDUXD128F148328A,Fergie,Velvet
3 Doors Down - Here Without You.mp3,3 Doors Down,Here Without You,True,exact,100.0,TRBDWDQ128F1455787,3 Doors Down,Here Without You
Barry Manilow - This One's for You.mp3,Barry Manilow,This One's for You,True,exact,100.0,TRBDWLE128F42B3112,Barry Manilow,This One's For You
Paris Musette - Passion.mp3,Paris Musette,Passion,True,exact,100.0,TRBDWMK12903CED145,Paris Musette,Passion
Les Witches - Cupareree or Graysinn.mp3,Les Witches,Cupareree or Graysinn,True,exact,100.0,TRBDVWE128F92F930A,Les Witches,Cupareree or Graysinn
Manuel & The Music Of The Mountains - Umbrellas of Cherbourg.mp3,Manuel & The Music Of The Mountains,Umbrellas of Cherbourg,True,exact,100.0,TRBDWJW128F145B1C0,Manuel & The Music Of The Mountains,Umbrellas Of Cherbourg
Kali - Dans le calme de la nuit.mp3,Kali,Dans le calme de la nuit,True,exact,100.0,TRBDWND128F9310537,Kali,Dans le calme de la nuit
Pale Waves - Noises.mp3,Pale Waves,Noises,False,,0.0,,,
Tha Liks - Yo Mouth (Skit).mp3,Tha Liks,Yo Mouth (Skit),True,exact,100.0,TRBDXOG128F427031F,Tha Liks,Yo Mouth (Skit)
Egberto Gismonti - Carta De Amor.mp3,Egberto Gismonti,Carta De Amor,True,exact,100.0,TRBDXOD128F422C47B,Egberto Gismonti,Carta De Amor
Sub Focus - Follow the Light (Radio Edit).mp3,Sub Focus,Follow the Light (Radio Edit),True,exact,100.0,TRBDXIX128F93256CB,Sub Focus,Follow The Light (Radio Edit)
"Cactus - Rockout, Whatever You Feel Like.mp3",Cactus,"Rockout, Whatever You Feel Like",True,fuzzy_combined,98.66666666666667,TRBDYNW128F425E6BE,Cactus,Rockout_ Whatever You Feel Like
Cindy Morgan - Dig Up.mp3,Cindy Morgan,Dig Up,True,exact,100.0,TRBDWXK128F930E6DD,Cindy Morgan,Dig Up
Slum Village - CB4.mp3,Slum Village,CB4,True,exact,100.0,TRAJHSM12903CBFCCD,Slum Village,CB4 (Instrumental Mix)
